genero,especie,taxon_name,url,http_status,output_file
Celosia,grandifolia,Celosia grandifolia,https://servicos.jbrj.gov.br/v2/flora/taxon/Celosia%20grandifolia,200,Celosia_grandifolia_162.json
Celosia,argentea,Celosia argentea,https://servicos.jbrj.gov.br/v2/flora/taxon/Celosia%20argentea,200,Celosia_argentea_161.json
Froelichia,interrupta,Froelichia interrupta,https://servicos.jbrj.gov.br/v2/flora/taxon/Froelichia%20interrupta,200,Froelichia_interrupta_165.json
Echinodorus,grandiflorus,Echinodorus grandiflorus,https://servicos.jbrj.gov.br/v2/flora/taxon/Echinodorus%20grandiflorus,200,Echinodorus_grandiflorus_141.json
Froelichia,procera,Froelichia procera,https://servicos.jbrj.gov.br/v2/flora/taxon/Froelichia%20procera,200,Froelichia_procera_166.json
Gomphrena,agrestis,Gomphrena agrestis,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20agrestis,200,Gomphrena_agrestis_167.json
Chamissoa,acuminata,Chamissoa acuminata,https://servicos.jbrj.gov.br/v2/flora/taxon/Chamissoa%20acuminata,200,Chamissoa_acuminata_163.json
Chamissoa,altissima,Chamissoa altissima,https://servicos.jbrj.gov.br/v2/flora/taxon/Chamissoa%20altissima,200,Chamissoa_altissima_164.json
Gomphrena,chrestoides,Gomphrena chrestoides,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20chrestoides,200,Gomphrena_chrestoides_170.json
Gomphrena,celosioides,Gomphrena celosioides,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20celosioides,200,Gomphrena_celosioides_169.json
Gomphrena,arborescens,Gomphrena arborescens,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20arborescens,200,Gomphrena_arborescens_168.json
Gomphrena,desertorum,Gomphrena desertorum,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20desertorum,200,Gomphrena_desertorum_172.json
Gomphrena,globosa,Gomphrena globosa,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20globosa,200,Gomphrena_globosa_174.json
Gomphrena,demissa,Gomphrena demissa,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20demissa,200,Gomphrena_demissa_171.json
Gomphrena,graminea,Gomphrena graminea,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20graminea,200,Gomphrena_graminea_175.json
Gomphrena,elegans,Gomphrena elegans,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20elegans,200,Gomphrena_elegans_173.json
Gomphrena,paranensis,Gomphrena paranensis,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20paranensis,200,Gomphrena_paranensis_178.json
Gomphrena,macrocephala,Gomphrena macrocephala,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20macrocephala,200,Gomphrena_macrocephala_176.json
Gomphrena,perennis,Gomphrena perennis,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20perennis,200,Gomphrena_perennis_179.json
Gomphrena,mollis,Gomphrena mollis,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20mollis,200,Gomphrena_mollis_177.json
Hebanthe,eriantha,Hebanthe eriantha,https://servicos.jbrj.gov.br/v2/flora/taxon/Hebanthe%20eriantha,200,Hebanthe_eriantha_184.json
Gomphrena,riparia,Gomphrena riparia,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20riparia,200,Gomphrena_riparia_182.json
Gomphrena,pohlii,Gomphrena pohlii,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20pohlii,200,Gomphrena_pohlii_180.json
Gomphrena,vaga,Gomphrena vaga,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20vaga,200,Gomphrena_vaga_183.json
Gomphrena,prostrata,Gomphrena prostrata,https://servicos.jbrj.gov.br/v2/flora/taxon/Gomphrena%20prostrata,200,Gomphrena_prostrata_181.json
Hebanthe,pulverulenta,Hebanthe pulverulenta,https://servicos.jbrj.gov.br/v2/flora/taxon/Hebanthe%20pulverulenta,200,Hebanthe_pulverulenta_185.json
Hebanthe,reticulata,Hebanthe reticulata,https://servicos.jbrj.gov.br/v2/flora/taxon/Hebanthe%20reticulata,200,Hebanthe_reticulata_186.json
Hebanthe,erianthos,Hebanthe erianthos,https://servicos.jbrj.gov.br/v2/flora/taxon/Hebanthe%20erianthos,200,Hebanthe_erianthos_187.json
Iresine,diffusa,Iresine diffusa,https://servicos.jbrj.gov.br/v2/flora/taxon/Iresine%20diffusa,200,Iresine_diffusa_188.json
Pfaffia,glabrata,Pfaffia glabrata,https://servicos.jbrj.gov.br/v2/flora/taxon/Pfaffia%20glabrata,200,Pfaffia_glabrata_189.json
Pfaffia,glomerata,Pfaffia glomerata,https://servicos.jbrj.gov.br/v2/flora/taxon/Pfaffia%20glomerata,200,Pfaffia_glomerata_190.json
Pfaffia,tuberosa,Pfaffia tuberosa,https://servicos.jbrj.gov.br/v2/flora/taxon/Pfaffia%20tuberosa,200,Pfaffia_tuberosa_192.json
Pfaffia,gnaphaloides,Pfaffia gnaphaloides,https://servicos.jbrj.gov.br/v2/flora/taxon/Pfaffia%20gnaphaloides,200,Pfaffia_gnaphaloides_191.json
Syngonanthus,cuyabensis,Syngonanthus cuyabensis,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20cuyabensis,200,Syngonanthus_cuyabensis_194.json
Syngonanthus,fischerianus,Syngonanthus fischerianus,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20fischerianus,200,Syngonanthus_fischerianus_196.json
Syngonanthus,helminthorrhizus,Syngonanthus helminthorrhizus,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20helminthorrhizus,200,Syngonanthus_helminthorrhizus_198.json
Syngonanthus,oblongus,Syngonanthus oblongus,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20oblongus,200,Syngonanthus_oblongus_200.json
Syngonanthus,densiflorus,Syngonanthus densiflorus,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20densiflorus,200,Syngonanthus_densiflorus_195.json
Syngonanthus,reclinatus,Syngonanthus reclinatus,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20reclinatus,200,Syngonanthus_reclinatus_201.json
Syngonanthus,verticillatus,Syngonanthus verticillatus,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20verticillatus,200,Syngonanthus_verticillatus_203.json
Syngonanthus,nitens,Syngonanthus nitens,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20nitens,200,Syngonanthus_nitens_199.json
Syngonanthus,tenuis,Syngonanthus tenuis,https://servicos.jbrj.gov.br/v2/flora/taxon/Syngonanthus%20tenuis,200,Syngonanthus_tenuis_202.json
