hcf | complementares
25131 | , M.C. Twardowsky & S.Y. Bianco
25132 | , M.C. Twardowschy & S.Y. Bianco
25133 | , M.C. Twardowschy & S.Y. Bianco
25134 | , B.R. Araújo & I.D.C. Cruz
25135 | , E.V. Ferreira & G.K. Plodowski
25136 | , R.G. P. Machado & T. Westphal
25137 | & V.J. Pott
25138 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25139 | , J.L.C.S. Almeida, G.PP. Freitas & M.G.G. Carrijo
25140 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25141 | , S. Torrecilha, J.L.C.S Almeida & M.G.G. Carrijo
25142 | , S. torrecilha, J.L.C.S. Almeida
25143 | , S. torrecilha, J.L.C.S. Almeida & M.G.G. Carrijo
25144 | , J.L.C.S. Almeida, G.P. freitas & M.G.G. Carrijo
25145 | , P.R. Robson & A. Spielmann
25146 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25147 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25148 | , V.J. Pott, G. Hatschbach & J. Silva
25149 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25150 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25153 | , G.A. Damasceno-Júnior, F.A. Ferreira, R.H. Silva & L.C.S. Magalhães
25154 | , G.A. Damasceno-Júnior, S.N. Moreira, F.A. Ferreira & R.H. Silva
25155 | , P.R. Robson & A. Spielmann
25156 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25157 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25158 | , V.J. Pott, A.C.M. Cristaldo & O.A.
25159 | , V.J. Pott, S. Aragaki & A.C.M. Cristaldo
25160 | , A. Pott, A.C.M. Cristaldo, S. Aragaki & D.R. Espírito-Santo
25168 | & F.J.M. Caporal
25169 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25171 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25172 | & F.J.M. Caporal
25173 | & F.J.M. Caporal
25174 | , S. Torrecilha, J.L.C.S. Almeida & M.G.G. Carrijo
25175 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25176 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25177 | , J.L.C.S. Almeida, G.P. Freitas & M.G.G. Carrijo
25178 | & L. Brito
25179 | & L. Brito
25180 | & L. Brito
25181 | & L. Brito
25182 | & L. Brito
25183 | & L. Brito
25184 | & L. Brito
25185 | & L. Brito
25186 | & L. Brito
25187 | & L. Brito
25188 | & L. Brito
25189 | & L. Brito
25190 | & L. Brito
25191 | & L. Brito
25192 | & L. Brito
25193 | & L. Brito
25194 | & L. Brito
25195 | & L. Brito
25196 | , L. Brito & L. Leandro
25197 | , L. Brito & L. Leandro
25198 | , L. Brito & L. Leandro
25199 | , L. Brito & L. Leandro
25200 | , L. Brito & L. Leandro
25201 | , L. Brito & L. Leandro
25202 | , L. Brito & L. Leandro
25203 | , L. Brito & L. Leandro
25204 | , L. Brito & L. Leandro
25205 | , L. Brito & L. Leandro
25206 | , L. Brito & L. Leandro
25207 | , L. Brito & L. Leandro
25208 | , L. Brito & L. Leandro
25209 | , L. Brito & L. Leandro
25210 | , L. Brito & L. Leandro
25211 | , L. Brito & L. Leandro
25212 | , L. Brito & L. Leandro
25213 | , L. Brito & L. Leandro
25214 | , L. Brito & L. Leandro
25215 | , L. Brito & L. Leandro
25216 | , L. Brito & L. Leandro
25217 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25218 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25219 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25220 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25221 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25222 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25223 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25224 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25225 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25226 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25227 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25228 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25229 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25230 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25231 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25232 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25233 | , E.L. Siqueira, T.M. Santos, B.M. Castignaro e G.L. Caxambu
25234 | & A.L. Silva
25235 | & A.L. Silva
25236 | & A.L. Silva
25237 | & A.L. Silva
25238 | & A.L. Silva
25239 | & A.L. Silva
25240 | & A.L. Silva
25241 | & A.L. Silva
25242 | & A.L. Silva
25243 | & A.L. Silva
25244 | & A.L. Silva
25245 | & A.L. Silva
25246 | & A.L. Silva
25247 | & A.L. Silva
25248 | & A.L. Silva
25249 | & A.L. Silva
25250 | & A.L. Silva
25265 | et al.
25266 | et al.
25267 | et al.
25268 | et al.
25269 | et al.
25270 | et al.
25271 | & A.L. Silva
25272 | et al.
25273 | et al.
25274 | et al.
25275 | et al.
25276 | et al.
25277 | , E.L. Siqueira & T.M. Santos
25278 | , E.L. Siqueira & T.M. Santos
25279 | , E.L. Siqueira & T.M. Santos
25280 | , E.L. Siqueira & T.M. Santos
25281 | , E.L. Siqueira & T.M. Santos
25282 | , E.L. Siqueira & T.M. Santos
25283 | , E.L. Siqueira & T.M. Santos
25284 | , E.L. Siqueira & T.M. Santos
25285 | , E.L. Siqueira & T.M. Santos
25286 | , E.L. Siqueira & T.M. Santos
25287 | , E.L. Siqueira & T.M. Santos
25288 | , E.L. Siqueira & T.M. Santos
25289 | , E.L. Siqueira & T.M. Santos
25290 | , E.L. Siqueira & T.M. Santos
25291 | , E.L. Siqueira & T.M. Santos
25292 | , E.L. Siqueira & T.M. Santos
25293 | , E.L. Siqueira & T.M. Santos
25294 | , E.L. Siqueira & T.M. Santos
25295 | , E.L. Siqueira & T.M. Santos
25296 | , E.L. Siqueira & T.M. Santos
25297 | , E.L. Siqueira & T.M. Santos
25298 | , E.L. Siqueira & T.M. Santos
25299 | , E.L. Siqueira & T.M. Santos
25300 | , E.L. Siqueira & T.M. Santos
25301 | , E.L. Siqueira & T.M. Santos
25302 | , E.L. Siqueira & T.M. Santos
25303 | , E.L. Siqueira & T.M. Santos
25304 | , E.L. Siqueira & T.M. Santos
25305 | , E.L. Siqueira & T.M. Santos
25306 | , E.L. Siqueira & T.M. Santos
25307 | , E.L. Siqueira & T.M. Santos
25308 | , E.L. Siqueira & T.M. Santos
25309 | , E.L. Siqueira & T.M. Santos
25310 | , E.L. Siqueira & T.M. Santos
25311 | , E.L. Siqueira & T.M. Santos
25312 | , E.L. Siqueira & T.M. Santos
25313 | , E.L. Siqueira & T.M. Santos
25314 | , E.L. Siqueira & T.M. Santos
25315 | , E.L. Siqueira & T.M. Santos
25316 | , E.L. Siqueira & T.M. Santos
25317 | , E.L. Siqueira & T.M. Santos
25318 | , E.L. Siqueira & T.M. Santos
25319 | , E.L. Siqueira & T.M. Santos
25320 | , E.L. Siqueira & T.M. Santos
25321 | , E.L. Siqueira & T.M. Santos
25322 | , E.L. Siqueira & T.M. Santos
25323 | , E.L. Siqueira & T.M. Santos
25324 | , E.L. Siqueira & T.M. Santos
25325 | , E.L. Siqueira & T.M. Santos
25326 | , E.L. Siqueira & T.M. Santos
25327 | , E.L. Siqueira & T.M. Santos
25328 | , E.L. Siqueira & T.M. Santos
25329 | , E.L. Siqueira & T.M. Santos
25330 | , E.L. Siqueira & T.M. Santos
25331 | , E.L. Siqueira & T.M. Santos
25332 | , E.L. Siqueira & T.M. Santos
25333 | , E.L. Siqueira & T.M. Santos
25334 | , E.L. Siqueira & T.M. Santos
25335 | , E.L. Siqueira & T.M. Santos
25336 | , E.L. Siqueira & T.M. Santos
25337 | , E.L. Siqueira & T.M. Santos
25338 | , E.L. Siqueira & T.M. Santos
25339 | , E.L. Siqueira & T.M. Santos
25340 | , E.L. Siqueira & T.M. Santos
25341 | , E.L. Siqueira & T.M. Santos
25342 | , E.L. Siqueira & T.M. Santos
25343 | , E.L. Siqueira & T.M. Santos
25344 | , E.L. Siqueira & T.M. Santos
25345 | , E.L. Siqueira & T.M. Santos
25346 | , E.L. Siqueira & T.M. Santos
25347 | , E.L. Siqueira & T.M. Santos
25348 | , E.L. Siqueira & T.M. Santos
25349 | , E.L. Siqueira & T.M. Santos
25350 | , E.L. Siqueira & T.M. Santos
25351 | , E.L. Siqueira & T.M. Santos
25352 | , E.L. Siqueira & T.M. Santos
25353 | , E.L. Siqueira & T.M. Santos
25354 | , E.L. Siqueira & T.M. Santos
25355 | , E.L. Siqueira & T.M. Santos
25356 | , E.L. Siqueira & T.M. Santos
25357 | , E.L. Siqueira & T.M. Santos
25358 | , E.L. Siqueira & T.M. Santos
25359 | , E.L. Siqueira & T.M. Santos
25360 | , E.L. Siqueira & T.M. Santos
25361 | , E.L. Siqueira & T.M. Santos
25362 | , E.L. Siqueira & T.M. Santos
25363 | , E.L. Siqueira & T.M. Santos
25364 | , E.L. Siqueira & T.M. Santos
25365 | , E.L. Siqueira & T.M. Santos
25366 | , E.L. Siqueira & T.M. Santos
25367 | , E.L. Siqueira & T.M. Santos
25368 | , E.L. Siqueira & T.M. Santos
25369 | , E.L. Siqueira & T.M. Santos
25370 | , E.L. Siqueira &¨T.M. Santros
25371 | , E.L. Siqueira & T.M. Santos
25372 | , E.L. Siqueira & T.M. Santos
25373 | , E.L. Siqueira & T.M. Santos
25374 | , E.L. Siqueira & T.M. Santos
25375 | , E.L. Siqueira & T.M. Santos
25376 | , E.L. Siqueira & T.M. Santos
25377 | , E.L. Siqueira & T.M. Santos
25378 | , E.L. siqueira & T.M. Santos
25379 | , E.L. Siqueira & T.M. Santos
25380 | , E.L. Siqueira & T.M. Santos
25381 | , E.L. Siqueira & T.M. Santos
25382 | , E.L. Siqueira & T.M. Santos
25383 | , E.L. Siqueira & T.M. Santos
25384 | , E.L. Siqueira & T.M. Santos
25385 | , E.L. Siqueira & T.M. Santos
25386 | , E.L. Siqueira & T.M. Santos
25387 | , E.L. Siqueira & T.M. Santos
25388 | , E.L. Siqueira & T.M. Santos
25389 | , E.L. Siqueira & T.M. Santos
25390 | , E.L. Siqueira & T.M. Santos
25391 | , E.L. Siqueira E T.M. Santos
25392 | , E.L. Siqueira & T.M. Santos
25393 | , E.L. Siqueira & T.M. Santos
25394 | , E.L. Siqueira & T.M. Santos
25395 | , E.L. Siqueira & T.M. Santos
25396 | , E.L. Siqueira & T.M. Santos
25397 | , E.L. Siqueira & T.M. Santos
25398 | , E.L. Siqueira & T.M. Santos
25399 | , E.L. Siqueira & T.M. Santos
25400 | , E.L. Siqueira & T.M. Santos
25401 | , E.L. Siqueira & T.M. Santos
25402 | , E.L. Siqueira & T.M. Santos
25403 | , E.L. Siqueira & T.M. Santos
25404 | , E.L. Siqueira & T.M. Santos
25405 | , E.L. Siqueira & T.M. Santos
25406 | , E.L. Siqueira & T.M. Santos
25407 | , E.L. Siqueira & T.M. Santos
25408 | , E.L. Siqueira & T.M. Santos
25409 | , E.L. Siqueira & T.M. Santos
25410 | , E.L. Siqueira & T.M. Santos
25411 | , E.L. Siqueira & T.M. Santos
25412 | , E.L. Siqueira & T.M. Santos
25413 | , E.L. Siqueira & T.M. Santos
25414 | , E.L. Siqueira & T.M. Santos
25415 | , E.L. Siqueira & T.M. Santos
25416 | , E.L. Siqueira & T.M. Santos
25417 | , E.L. Siqueira & T.M. Santos
25418 | , E.L. Siqueira & T.M. Santos
25419 | , E.L. Siqueira & T.M. Santos
25420 | , E.L. Siqueira & T.M. Santos
25421 | , E.L. Siqueira & T.M. Santos
25422 | , E.L. Siqueira & T.M. Santos
25423 | , E.L. Siqueira & T.M. Santos
25424 | , E.L. Siqueira & T.M. Santos
25425 | & F. Pedroni
25426 | , E.L. Siqueira & T.M. Santos
25427 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25428 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25429 | , E.L. Siqueira, T.M. Santos e L. Barbieri
25430 | , E.L. Siqueira, T.M. Santos e L. Barbieri
25431 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25432 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25433 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25434 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25435 | , E.L. Siqueira, T.M. Santos e L. Barbieri
25436 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25437 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25438 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25439 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25440 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25441 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25442 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25443 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25444 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25445 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25446 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25447 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25448 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25449 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25450 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25451 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25452 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25453 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25454 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25455 | , E.L. Siqueira, T.M. santos & L. Barbieri
25456 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25457 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25458 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25459 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25460 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25461 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25462 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25463 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25464 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25465 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25466 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25467 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25468 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25469 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25470 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25471 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25472 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25473 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25474 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25475 | , M.G. Caxambu, T.M. Santos & L. Barbieri
25476 | , M.G. Caxambu, T.M. Santos & L. Barbieri
25477 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25478 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25479 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25480 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25481 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25482 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25483 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25484 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25485 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25486 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25487 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25488 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25489 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25490 | E.L. Siqueira, T.M. Santos & L. Barbieri
25491 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25492 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25493 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25494 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25495 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25496 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25497 | , E.L. Siqueira, T.M. Santos & L. Barbieri
25498 | , E.L. Siqueira & T.M. Santos
25499 | , E.L. Siqueira & T.M. Santos
25500 | , M. Ianela & A. Moraes
25501 | & A.L. Silva
25502 | & A.L. Silva
25503 | & A.L. Silva
25504 | & A.L. Silva
25505 | & A.L. Silva
25506 | & A.L. Silva
25507 | & A.L. Silva
25508 | & A.L. Silva
25509 | & A.L. Silva
25517 | et al.
25518 | et al.
25519 | , S.A. Lesbik & C.M. Murari
25526 | & M.L. Feliceti
25528 | & E. Duarte
25529 | & E. Duarte
25530 | & E. Duarte
25531 | & E. Duarte
25532 | & E. Duarte
25534 | et al.
25536 | & E. Duarte
25538 | & G.G.D. Michellin
25541 | & E. Duarte
25542 | & E. Duarte
25543 | & A. de Holanda
25545 | , K.G. Orives & E.A. Vergés
25547 | & G.G.D. Michellin
25551 | , V.W. Lemos & M.S. Souza
25553 | et al.
25556 | , M. Minozzo & G.C. Quadros
25558 | , D. Padilha & M. Gomes
25559 | , F. Polato & F. Di Domenico
25562 | & L.A. Florentino
25577 | et al.
25578 | et al.
25579 | & D.A. estevam
25580 | & D.A. Estevam
25581 | et al.
25586 | et al.
25587 | & E. Duarte
25588 | & E. Duarte
25589 | & E. Duarte
25590 | & E. Duarte
25591 | et al.
25593 | & L.C. Vitorelo
25595 | & G.G.D. Michellin
25596 | et al.
25598 | & J.L.A. Daniel
25605 | & K.C. Nakamura
25607 | et al.
25613 | & V.M. Cotarelli
25614 | et al.
25615 | et al.
25617 | & S.Z. Oliveira
25622 | et al.
25623 | & D.A. Estevan
25628 | , L. Fadelli & M.C. Dias
25629 | & V.B. da Silva
25630 | , V.W. Lemos & M.S. Souza
25635 | , G.T. Correa & A. Souza
25637 | & E. Duarte
25639 | & G. Godoy
25640 | & G. Godoy
25641 | & J.C. Pilonetto
25642 | & G. Godoy
25644 | & R.Q. Silva
25646 | , T.D. Castro & I.C. Silva
25649 | & V.B. Silva
25655 | & D.A. Estevan
25656 | et al.
25659 | & M.L. Feliceti
25662 | et al.
25663 | et al.
25665 | et al.
25666 | et al.
25667 | et al.
25668 | et al.
25670 | et al.
25671 | et al.
25672 | & E. Duarte
25673 | & V.B. da Silva
25675 | , N. Souza & L. Alcântra
25676 | & J. Otalakoski
25677 | et al.
25678 | & E. Duarte
25679 | et al.
25680 | et al.
25681 | & G.G.D. Michellin
25683 | et al.
25686 | et al.
25688 | & E.M. Francisco
25690 | et al.
25691 | et al.
25692 | et al.
25693 | et al.
25694 | et al.
25695 | , E.L. Siqueira & L.F. Leandro
25696 | , E.L. Siqueira & L.F. Leandro
25697 | , E.L. Siqueira & L.F. Leandro
25698 | , E.L. Siqueira & L.F. Leandro
25699 | , E.L. Siqueira & L.F. Leandro
25700 | , E.L. Siqueira & L.F. Leandro
25701 | , E.L. Siqueira & L.F. Leandro
25702 | , E.L. Siqueira & L.F. Leandro
25703 | , E.L. Siqueira & L.F. Leandro
25704 | , E.L. Siqueira & L.F. Leandro
25705 | , E.L. Siqueira & L.F. Leandro
25706 | , E.L. Siqueira & L.F. Leandro
25707 | , E.L. Siqueira & L.F. Leandro
25708 | , E.L. Siqueira & L.F. Leandro
25709 | , E.L. Siqueira & L.F. Leandro
25710 | , E.L. Siqueira & L.F. Leandro
25711 | , E.L. Siqueira & L.F. Leandro
25712 | , E.L. Siqueira & L.F. Leandro
25713 | , E.L. Siqueira & L.F. Leandro
25714 | , E.L. Siqueira & L.F. Leandro
25715 | , E.L. Siqueira & L.F. Leandro
25716 | , E.L. Siqueira & L.F. Leandro
25717 | , E.L. Siqueira & L.F. Leandro
25718 | , E.L. Siqueira & L.F. Leandro
25719 | , E.L. Siqueira & L.F. Leandro
25720 | , E.L. Siqueira & L.F. Leandro
25721 | , E.L. Siqueira & L.F. Leandro
25722 | , E.L. Siqueira & L.F. Leandro
25723 | , E.L. Siqueira & L.F. Leandro
25724 | , E.L. Siqueira & L.F. Leandro
25725 | , E.L. Siqueira & L.F. Leandro
25726 | , E.L. Siqueira & L.F. Leandro
25727 | , E.L. Siqueira & L.F. Leandro
25728 | , E.L. Siqueira & L.F. Leandro
25729 | , E.L. Siqueira & L.F. Leandro
25730 | , E.L. Siqueira & L.F. Leandro
25731 | , E.L. Siqueira & L.F. Leandro
25732 | , E.L. Siqueira & L.F. Leandro
25733 | , E.L. Siqueira & L.F. Leandro
25734 | , E.L. Siqueira & L.F. Leandro
25735 | , E.L. Siqueira & L.F. Leandro
25736 | , E.L. Siqueira & L.F. Leandro
25737 | , E.L. Siqueira & L.F. Leandro
25738 | , E.L. Siqueira & L.F. Leandro
25739 | , E.L. Siqueira & L.F. Leandro
25740 | , E.L. Siqueira & L.F. Leandro
25741 | , E.L. Siqueira & L.F. Leandro
25742 | , E.L. Siqueira & L.F. Leandro
25743 | , E.L. Siqueira & L.F. Leandro
25744 | , E.L. Siqueira & L.F. Leandro
25745 | , E.L. Siqueira & L.F. Leandro
25746 | , E.L. Siqueira & L.F. Leandro
25747 | , E.L. Siqueira & L.F. Leandro
25748 | , E.L. Siqueira & L.F. Leandro
25749 | , E.L. Siqueira & L.F. Leandro
25750 | , E.L. Siqueira & L.F. Leandro
25751 | , E.L. Siqueira & L.F. Leandro
25752 | , E.L. Siqueira & L.F. Leandro
25753 | , E.L. Siqueira & L.F. Leandro
25754 | , E.L. Siqueira & L.F. Leandro
25755 | , E.L. Siqueira & L.F. Leandro
25756 | , E.L. Siqueira & L.F. Leandro
25757 | , E.L. Siqueira & L.F. Leandro
25758 | , E.L. Siqueira & L.F. Leandro
25759 | , E.L. Siqueira & L.F. Leandro
25760 | , E.L. Siqueira & L.F. Leandro
25761 | , E.L. Siqueira & L.F. Leandro
25762 | , E.L. Siqueira & L.F. Leandro
25763 | , E.L. Siqueira & L.F. Leandro
25764 | , E.L. Siqueira & L.F. Leandro
25765 | , E.L. Siqueira & L.F. Leandro
25766 | , E.L. Siqueira & L.F. Leandro
25767 | , E.L. Siqueira & L.F. Leandro
25768 | , E.L. Siqueira & L.F. Leandro
25769 | , E.L. Siqueira & L.F. Leandro
25770 | , G.T. Correa & A. Souza
25771 | , E.L. Siqueira & L.F. Leandro
25772 | , E.L. Siqueira & L.F. Leandro
25773 | , E.L. Siqueira & L.F. Leandro
25774 | , E.L. Siqueira & L.F. Leandro
25775 | , E.L. Siqueira & L.F. Leandro
25776 | , E.L. Siqueira & L.F. Leandro
25777 | , E.L. Siqueira & L.F. Leandro
25778 | , E.L. Siqueira & L.F. Leandro
25779 | , E.L. Siqueira & L.F. Leandro
25780 | , E.L. Siqueira & L.F. Leandro
25781 | , E.L. Siqueira & L.F. Leandro
25782 | , E.L. Siqueira & L.F. Leandro
25783 | , E.L. Siqueira & L.F. Leandro
25784 | , E.L. Siqueira & L.F. Leandro
25785 | , E.L. Siqueira & L.F. Leandro
25786 | , E.L. Siqueira & L.F. Leandro
25787 | , E.L. Siqueira & L.F. Leandro
25788 | , E.L. Siqueira & L.F. Leandro
25789 | , E.L. Siqueira & L.F. Leandro
25790 | , E.L. Siqueira & L.F. Leandro
25791 | , E.L. Siqueira & L.F. Leandro
25792 | , E.L. Siqueira & L.F. Leandro
25793 | , E.L. Siqueira & L.F. Leandro
25794 | , E.L. Siqueira & L.F. Leandro
25795 | , E.L. Siqueira & L.F. Leandro
25796 | , E.L. Siqueira & L.F. Leandro
25797 | , E.L. Siqueira & L.F. Leandro
25798 | , E.L. Siqueira & L.F. Leandro
25799 | , E.L. Siqueira & L.F. Leandro
25800 | , E.L. Siqueira & L.F. Leandro
25801 | , E.L. Siqueira & L.F. Leandro
25802 | , E.L. Siqueira & L.F. Leandro
25803 | , E.L. Siqueira & L.F. Leandro
25804 | , E.L. Siqueira & L.F. Leandro
25805 | , E.L. Siqueira & L.F. Leandro
25806 | , E.L. Siqueira & L.F. Leandro
25807 | , E.L. Siqueira & L.F. Leandro
25808 | , E.L. Siqueira & L.F. Leandro
25809 | , E.L. Siqueira & L.F. Leandro
25810 | , E.L. Siqueira & L.F. Leandro
25811 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25812 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25813 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25814 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25815 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25816 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25817 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25818 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25819 | , E.L. Siqueira, T.M. Ré & A.D. Moraes
25820 | & A.S. Silva
25821 | & A.S. Silva
25822 | & A.S. Silva
25823 | & A.S. Silva
25824 | & A.S. Silva
25825 | & A.S. Silva
25826 | & A.S. Silva
25827 | & A.S. Silva
25828 | & A.S. Silva
25829 | & A.S. Silva
25830 | & A.S. Silva
25831 | & A.S. Silva
25832 | & A.S. Silva
25834 | & E. Duarte
25835 | & E. Duarte
25838 | & E. Duarte
25839 | , E.L. Siqueira, M.P. Chagas
25840 | & L. Brito
25841 | , T.M. Ré & alunos do 5° período Ecologia Vegetal
25842 | , L. Baleiro & M.C. do Prado
25843 | , L. Baleiro & M.C. do Prado
25844 | , L. Baleiro & M.C. do Prado
25845 | , L. Baleiro & M.C. do Prado
25846 | , L. Baleiro & M.C. do Prado
25847 | , L. Baleiro & M.C. do Prado
25848 | , L. Baleiro & M.C. do Prado
25849 | , L. Baleiro & M.C. do Prado
25850 | , L. Baleiro & M.C. do Prado
25851 | , L. Baleiro & M.C. do Prado
25852 | , L. Baleiro & M.C. do Prado
25853 | , L. Baleiro & M.C. do Prado
25854 | , L. Baleiro & M.C. do Prado
25855 | , L. Baleiro & M.C. do Prado
25856 | , L. Baleiro & M.C. do Prado
25857 | , L. Baleiro & M.C. do Prado
25858 | , L. Baleiro & M.C. do Prado
25859 | , L. Baleiro & M.C. do Prado
25860 | , L. Baleiro & M.C. do Prado
25861 | , L. Baleiro & M.C. do Prado
25862 | , L. Baleiro & M.C. do Prado
25863 | , L. Baleiro & M.C. do Prado
25864 | , L. Baleiro & M.C. do Prado
25865 | , L. Baleiro & M.C. do Prado
25866 | , L. Baleiro & M.C. do Prado
25867 | , L. Baleiro & M.C. do Prado
25868 | , L. Baleiro & M.C. do Prado
25869 | , L. Baleiro & M.C. do Prado
25870 | , L. Baleiro & M.C. do Prado
25871 | , L. Baleiro & M.C. do Prado
25872 | , L. Baleiro & M.C. do Prado
25873 | , L. Baleiro & M.C. do Prado
25874 | , L. Baleiro & M.C. do Prado
25875 | , L. Baleiro & M.C. do Prado
25876 | , L. Baleiro & M.C. do Prado
25877 | , L. Baleiro & M.C. do Prado
