NUM_IDENTIFICADOR | NOME
1040 | D. Araújo
1042 | F.R.M. Fraga
1043 | L.C. Ferneda Rocha & A.B. Silva
1044 | A.M.S.F. Vaz
1045 | J.A.M. Melo & M.E. Engels
1046 | L.C. Ferneda Rocha & A.S. Bezerra
1047 | S.A. Antoniazzi
1048 | D.M. Farias
1049 | H.C. Bloemer
1050 | D.P. Volet
1051 | A. Kassner-Filho
1052 | O.T. Aguiar
1053 | L.A. Mentz et.al.
1054 | R.G.P. Machado
1055 | E.V. Ferreira et al.
1056 | F.P. Santos et al.
1057 | I.D.C. Cruz
1058 | B.R. Araújo
1059 | J. Jaramillo
1060 | M.C. Blanco
1061 | G.C.A. Bisewski
1062 | A. Pott & V.J. Pott
1063 | Arnaldo Oliveira
1064 | G. Damasceno
1065 | R. Romero
1066 | F. Macedo-Alves
1067 | R.C. Moran & P. Labiak
1068 | E. Duarte
1069 | A.A. Ribeiro
1070 | V.A. Souza
1071 | C.C. Rossoni
1072 | A.V. Marangão
1073 | L.G. Angélico
1074 | S.M. Varaschini
1075 | F.C. Colombo
1076 | P. Duarte
1077 | M. Minozzo
1078 | V.C. Moreira
1079 | D. Rodrigues
1080 | G. Biolchi
1081 | L.C. Vitorelo
1082 | M.C. Dias & V.M. Cotarelli
1083 | J.L.A. Daniel
1084 | J.C. Pilonetto
1085 | T.M. Cordeiro
1086 | V.M. Cotarelli
1087 | E. Tolfo
1088 | R.A. Folhiato
1089 | J.M.P. Molina
1090 | C.M. Canonico et al.
1091 | R.Q. Silva
1092 | G. Godoy
1093 | A. Bachi, T.D. Castro & I.C. Silva
1094 | M.C. Dias & E.A. Andrade
1095 | M.L. Feliceti
1096 | V.B. Silva
1097 | L.R.R. Mayer
1098 | R. Valmorbida
1099 | C. Silva
1100 | A. Christ
1101 | L. Fonseca
1102 | F.S. Silveira
1103 | L. Cousseau
1104 | J.A. Rosa Júnior
1105 | F. Tonon
1106 | E.D. Inácio & L. Eggers
1107 | C.A. Ferreira Júnior
1108 | R.L.D. Rabelo
1109 | I. Weiler Júnior
1110 | M.L. Dan
1111 | P.L. Peterle
1112 | F.Z. Saiter
1113 | J.M.L. Gomes
1114 | J.R. Maciel
1115 | O.J. Pereira
1116 | D.A. Folli
1117 | G.M. Barroso
1118 | A.M. Assis
1119 | L.A. Silva
1120 | G. Lazzari & F.P. Abreu
1121 | L.A. Acra & M.S. Wangler
1122 | M.S. Wangler
1123 | J.S. Pinto
1124 | J.C. Jaszczerski & M.F. Cordeiro
1125 | S. Stozonii & R.R. Visintin
1126 | M.G. Buchoski
1127 | F.B. Potrich
1128 | R. Nogaroli
1129 | N. Kaminski
1130 | C.L. Silva Luz
1131 | J.A. Oliveira
1132 | C. Silva-Luz
1133 | M.A. Pena
1134 | N.K. Luna
1135 | D.F. Peralta
1136 | M.F.P. Gomes
1137 | V.G. França
1138 | Yorinori
1139 | D. Zappi
1140 | G.A. Dettke & L.F. Lima
1141 | D.F. Gaiotto
1142 | L.R. Barbieri
1143 | A.I. Oliveira
1144 | L.J. Sauthier
1145 | J. Külkamp
1146 | M.A. Taramillo
1147 | E.L. Cabral
1148 | M.I.A. Rodrigues
1149 | D. Nunes
1150 | J. Calonico Soto
1151 | P. Cavalcante
1152 | R.H. Fortunato
1153 | V.B. Bittrich
1154 | M.E. Engels & T. Bochorny
1155 | M.C. Abreu
1156 | A.S. Rodrigues
1157 | Anabela S. de Oliveira
1158 | J. Kuijt
1159 | L.A. Espinar
1160 | D.R. Silva
1161 | R.G. Antoniuk-Bonato
1162 | L.C. Clark
1163 | P.C. Ferreira & F. Marinero
1164 | J.B. Bringel
1165 | J. Batista
1166 | J.B.S. Pereira
1167 | L.H.S. Silva
1168 | R.M. Castro
1169 | M. Ranal
1170 | M.M. Marchi
1171 | Lodtkel
1172 | W. Thomas
1173 | R. Lima
1174 | T.E. Almeida
1175 | J.B. Baitello & M.L. Brotto
1176 | F.J.F. Casas
1177 | L.B. Barcelos
1178 | O. Miguel
1179 | P. Apóstolo
1180 | V.C. Martin & E.D. Lozano
1181 | A.B. Martins
1182 | L.A. Mendonça
1183 | Rosana Lopes
1184 | M.N. Stapf
1185 | F.N. Alves
1186 | A.V.M. Nobre
1187 | S. Gentry
1188 | J.S. Miller
1189 | Fdes. Casas
1190 | E.B. Bangerter
1191 | S. Ginzbarg
1192 | F.A. Carvalho
1193 | F.M. Valls
1194 | J. Cuatrecasas
1195 | C.A. Todzia
1196 | J. Pereira
1197 | W. Nezadal
1198 | A.C. Allem
1199 | L. Constance
1200 | B.K. Canestraro & M.E. Engels
1201 | M.R. Pietrobom
1202 | C. Sastre
1203 | R.L.G. Coelho
1204 | D. Ocaña-Nava
1205 | B.L. Turner
1206 | M. Strudl.
1207 | W.A. Medina
1208 | G.H. Shimizu & M.V. Martins
1209 | J.L.C. Lima
1210 | C.H. Ramos
1211 | J. Cordeiro & R. Richter
1212 | R. Richter
1213 | J.H. Piva
1214 | P. Assunção
1215 | M. Dillon
1216 | G. Hassemer
1217 | F. Citadella
1218 | Lynn G. Clark
1219 | E.B. Souza
1220 | R.B. Pacífico
1221 | B. Wallnöfer
1222 | P.M. Gonella
1223 | R.P. Romanini
1224 | A.L.S. Amaral Jr.
1225 | G.B. Mano
1226 | R.F. Santos
1227 | C.M. Rodrigues
1228 | J.L. Panero
1229 | N.I. Nevling
1230 | B.S. Gregório
1231 | L. Biral
1232 | A. Suchoronczek
1233 | S.F. Pereira & A.M.S.B. Alvarenga
1234 | S.F. Pereira et al.
1235 | E. Pontarolo
1236 | J. Calvo
1237 | G.L. Moreira
1238 | P.R. Reitz
1239 | L.C.P. Lima & L.F. Calambás
1240 | L.F. Calambás
1241 | O. Bolcke
1242 | L. Ferreira
1243 | E.M. Zardini
1244 | M.A.G. Toscan
1245 | C.S. Jesus
1246 | C.A. Flecha
1247 | D.M. Jonston
1248 | E.M. Huergo
1249 | N.R. Bastos
1250 | G. Vendruscolo
1251 | A. Gentry
1252 | K. Bordin
1253 | B.M.S. Arcaim
1254 | J. Almeida
1255 | C.F. Duarte
1256 | A.A. Massing
1257 | J.G. Dani & D.C. Elias
1258 | O. Link
1259 | M. Cenci
1260 | L. Bonatto
1261 | F. Gonzatti & M.D. Ferrarese
1262 | L. Bonatto & F. Gonzatti
1263 | E. Pessoa
1264 | T.S. Coutinho
1265 | M.L. Bazante
1266 | M.A. Milaneze-Gutierre
1267 | L.M. Garcia
1268 | G.F. Pereira
1269 | Calonje & Segalla
1270 | R.G.P. Santos
1271 | C. Mynssen
1272 | L.F. Lima
1273 | R. Hohemberger & K.R. Ferraz
1274 | E. Secretti
1275 | L.F. Lima & I.E. Hedlund
1276 | R.B. Salvador
1277 | L.F. Lima & R. Hohemberger
1278 | J.E.M.Nascimento & M.A.Milaneze-Gutierre
1279 | M.F. Figueiredo
1280 | J. Tamashiro
1281 | R. Pacífico
1282 | Flora do Brasil
1283 | Farney & Rosseto
1284 | N.C.O. Nogueira
1285 | M.G.S. Silva
1286 | P. Occhioni
1287 | V.R. Bueno
1288 | J.M. Falcão
1289 | J. Miguel & E. Guimarães
1290 | S. Menezes
1291 | R.L. Esteves
1292 | S.G. Tressens
1293 | M.S. Castilhari
1294 | A. Bonnet
1295 | N.M. Ferreira da Silva
1296 | R. Laroche
1297 | V.S. Sampaio
1298 | E.J. Hentz Júnior
1299 | J.L. Schmitt
1300 | F.S. Cabral
1301 | L.B. Smith & H. Robinson
1302 | L. Krieger
1303 | F. Marinero & E.C. Nardin
1304 | B.O. Andrade
1305 | J.A. Lombardi & L.G. Temponi
1306 | M. Scheer
1307 | L.B. Smith & S.F. Smith
1308 | E.C. Nardin & F. Marinero
1309 | L. Pereira-Silva
1310 | W. Mancinelli
1311 | B. Rambo
1312 | A. Sehnem
1313 | Equipe do Museu Botânico Municipal (MBM)
1314 | J.G. Dani & F. Gonzatti
1315 | J.G. Dani
1316 | F.G. Panisson et al.
1317 | F.P. Abreu & J.G. Dani
1318 | F. Gonzatti & J.G. Dani
1319 | J.G. Dani & F.P. Abreu
1320 | A. Pujals
1321 | A. Campos-Rocha
1322 | E. Barboza & F. Marinero
1323 | F. Marinero & J. Cordeiro
1324 | V. Ariati & E. Barbosa
1325 | O.M.R. Bizarro
1326 | F.P. Abreu
1327 | M.E.D. Castanho
1328 | M.E.D. Castanho & M.L. Brotto
1329 | M.L. Brotto & M.E.D. Castanho
1330 | S. Soares
1331 | R. Vinicius-Silva
1332 | I.H.F. Azevedo
1333 | L.M.P.A. Bezerra
1334 | L.F. Leandro
1335 | I.J.G. Oliveira
1336 | L.H.S.M. Conceição
1337 | C.R. Rauber & R. Queiroz
1338 | C.R. Rauber
1339 | S.V. Serejo
1340 | C.A. Royer
1341 | C. Farney
1342 | T.M. Macedo
1343 | J.M.A. Jesus
1344 | M. Taufer
1345 | T. Carrillo Chacón
1346 | F. Markgraf
1347 | A.S. Quaresma
1348 | A.F.A. Versiane
1349 | R. Simão
1350 | W. Hahn
1351 | J.B. Andrade
1352 | A. Burkart
1353 | R. Kral
1354 | M. Costa
1355 | F. Marinero & E. Barboza
1356 | U.G. Fernandes
1357 | M.G. Wanderley
1358 | N.O. Prado
1359 | F. Marinero & J.M.A. Jesus
1360 | G. Gatti
1361 | D.C. Daly
1362 | V. Juárez
1363 | D. Alvarenga & M. Aparecida Silva
1364 | R.C. Sodré
1365 | A.L. Moreira
1366 | D.P. Costa
1367 | W. Marcondes Ferreira
1368 | J. Teixeira & N. Marquete
1369 | K. Calago
1370 | S. Bordignon
1371 | G. Radtke
1372 | H.M. Büneker
1373 | C. Rabuske
1374 | A. Guerra
1375 | A. Petini-Benelli
1376 | E.V. Guimarães
1377 | G. Costa
1378 | L.M. Brauner
1379 | W.C. Cardoso
1380 | L.G. Clark
1381 | G.B. Ceolin
1382 | S. Gerace
1383 | F.A. Antonelo
1384 | R.J.A. Jesus
1385 | S. Knapp
1386 | Parodi
1387 | J. Caetano
1388 | C.D.P. Vitório
1389 | R. Colares
1390 | G.V. Fonseca
1391 | G.A. Reis-Silva
1392 | I. Huamantupa
1393 | M.F. Simon
1394 | J.M. Garcia
1395 | T.R.F. Sinani
1396 | L.Y.S. Aona
1397 | H. Zubek
1398 | M.R.V. Zanatta
1399 | A.L. Christ 
1400 | A. L. Chorist
1401 | E. D. Lozano
1402 | A. Stadnik
1403 | G.A. Queiroz
1404 | B. Rosado
1405 |  N. Roque
1406 | B.G. Manoel 
1407 | J.E. Florentin
1408 | I. Souza
1409 | B.K. Canestraro & A. Salino
1410 | L. Zago
1411 | C.I. Bräuchler
1412 | A.P. Noronha
1413 | C.C. Alff
1414 | B. Roncen
1415 | F. Schmidt-Silveira
1416 | K.C. Ramos
1417 | C.A. Schiavelin
1418 | E. Menegussi
1419 | J.M. Oliveira
1420 | V.T. Silva
1421 | A. Mello
1422 | D.F. Lima & L.C. Lannoy
1423 | L.C. Lannoy & D.F. Lima
1424 | D. Villarroel
1425 | J.G. Wink
1426 | T.L. Vieira
1427 | G.M. Marcusso
1428 | F.R. Carmo
1429 | A. Likes
1430 | P. Esquinel
1431 | S. Lubow
1432 | D.R. Gonzaga
1433 | E. Barboza & S. Lubow
1434 | S. Lubow & H.G.V. Braga
1435 | A. dos Santos
1436 | S. Lubow & E. Barboza
1437 | E. Barboza & A. Likes
1438 | A. Benedito
1439 | I. Andrighetti
1440 | F.S.C. Vieira
1441 | D.A. Roher
1442 | L.G. Temponi & A.P. Cardozo
1443 | J.C. Ferreira
1444 | A.A.R. de Meijer
1445 | H. Medeiros
1446 | M.A. Silva
1447 | G.F. Árbocz
1448 | R.C. Moran
1449 | E.A. Menezes
1450 | P.V. Stica
1451 | L.C.N. Melo
1452 | L.C. Lannoy & A. Bohn
1453 | T. Pennington
1454 | T.P. Rolim & R. Romero
1455 | L.G. Temponi & S.N. Moreira
1456 | B.E. Zorek, M.P.B. Santos, L..Romanowski
1457 | L.S. Passos
1458 | A. Cardozo
1459 | W. do Amaral
1460 | Domahovski & Wunsch
1461 | A.C. Domahovski, S.Z. Kiem & L.A. Wunsch
1462 | J. Rigon
1463 | F. Gonzatti & M. Cadini
1464 | M. Jiménez
1465 | A.P. Della
1466 | L. Peruchin
1467 | D.A. Guedes
1468 | F.C.S. Vieira
1469 | P.W. Silva
1470 | L.O. Haag
1471 | C. Gutfrennd & C. Barra
1472 | P.A. Nicola
1473 | M.T. Shirata & L.H. Becker
1474 | S.M. Heifler
1475 | C.B.X. Silva
1476 | E. Bohme
1477 | S.M. Silva & J. Semir
1478 | A.S.C. Maruyama
1479 | O. Percbcvicz
1480 | E.H. de Oliveira
1481 | L.A. Acra & D. Liebsch
1482 | M.K. Domingues
1483 | L. Cavalheiro
1484 | M. Selusniaki & Suckow
1485 | L.A. Acra & J.C. Jaszczerski
1486 | F.A. Silva
1487 | H.A. Machado
1488 | N. Kaminski
1489 | P.A. Fabris & P.A. Nicola
1490 | J.C. Jaszczerski & J. Mattos
1491 | C.C. Assunção-Silva
1492 | J. Washausen
1493 | A.L. Rodrigues
1494 | P. Peralta
1495 | F.A. Bessa
1496 | J. Cordeiro & R. Rodrigues
1497 | L.M. Krul
1498 | M. Selusniaki & R. Bonaldi
1499 | J. Barbosa
1500 | V.P. Molina
1501 | P.F. Freitas
1502 | G. Vicente
1503 | J. Lirio
1504 | R.B. Faden
1505 | C.B. Ceolin
1506 | A.P.F. Perez
1507 | G.A. Queiroz & E. Guimarães
1508 | F.F.V.A. Barberena
1509 | A.C. Amaral
1510 | M.B.R. Caruzo & J. Cordeiro
1511 | A.C. Baratieri
1512 | E. Portela
1513 | A.K. Miura
1514 | L.H.Z. Leal
1515 | N.A. Yorinori
1516 | M.H. Bonet
1517 | E.A. Camargo & R. Goldenberg
1518 | F.L. Aguilar Júnior
1519 | M.M. da Silva
1520 | F.S. Meyer & M.L. Brotto
1521 | M. Colli-Silva
1522 | M.S. Silva
1523 | T. Plowman
1524 | D. Sampaio
1525 | E.F. Checon
1526 | C.A. Bastos
1527 | R.L. Borges
1528 | P.A. Reis
1529 | W.M.C. Leme
1530 | S.F. Pereira & M.E. Engels
1531 | A.S. dos Santos
1532 | C. Vieira-da-Silva
1533 | J. Iarmul
1534 | R.F.S. Rossetto
1535 | P. Gonella
1536 | Z. Ahumada
1537 | D.N. Nakajima
1538 | I.M. Souza
1539 | L.C.B. Lobato
1540 | A.V. Popovkin
1541 | A.E.S. Rocha
1542 | L. Marinho
1543 | R.O. Perdiz
1544 | C.A.S. Silva
1545 | C. Bitencourt
1546 | T.F. Araújo
1547 | F.D. Santos
1548 | M. Ribeiro
1549 | A.F. Machado
1550 | K.C. Santana
1551 | A.M. Amorim
1552 | M.M. Ornelas
1553 | M. Cota
1554 | A.M. Giulietti & R.M. Harley
1555 | J.R. Ferraz
1556 | A.J.Vega & Dematt
1557 | M.F. Rosa & T. Tormes
1558 | M.T. Shirata & R.H. Erzinger
1559 | J.W. Morais e R. Goldenberg
1560 | A. Tomazi & B.K. Canestraro
1561 | L. Diober
1562 | A. Tomazi
1563 | A.D. Germani
1564 | M.F. Cordeiro
1565 | J.W. Moraes
1566 | A.G. Silva
1567 | L.F. Brito
1568 | S.M. Ferrucci
1569 | J.A. Vieira
1570 | V. Lino
1571 | A. Amaral Jr.
1572 | R.L. Liesner
1573 | J.W. Alves-Silva
1574 | M.H.N. Souza
1575 | E. Lins
1576 | M.C.S. Mota
1577 | I. Akemi Borges
1578 | V.P. Moreira
1579 | A. Queiroz-Lima
1580 | S.S. Matos, V.P. Moreira & A.P.A. Silva
1581 | L.A. Cestaro
1582 | E. Valduga & F. Gonzatti
1583 | A.K. Koch
1584 | G. Tucker
1585 | M. Figueira & B. Schindler
1586 | V. Ariati & D.A. Roher
1587 | R.T. Dall Agnol
1588 | A.M.H. Oliveira
1589 | L. Neponuceno
1590 | K.V.A. Vidal
1591 | A.C. Martins-Monteiro
1592 | D.B. Lucas
1593 | G.P. Sabino
1594 | B.F. Sant'Anna-Santos
1595 | F.H.F. Nascimento
1596 | V.O. Amorim
1597 | M. Carnaúba
1598 | F.S. Souto
1599 | J.S. Correia
1600 | D. Cavalcanti
1601 | L.F.G. Silva
1602 | L.L. Guimarães
1603 | L.L. Bergamini
1604 | I.O. Moura
1605 | D. Santos
1606 | A. Maruyama
1607 | E.M. de León
1608 | S.S.S. Petrole
1609 | F.S.Meyer & R.Goldenberg
1610 | M. Kaehler & R.S. Ribeiro
1611 | M. Grohar
1612 | A.P. Savassi-Coutinho
1613 | J.P.R. Ferreira
1614 | K. Fidanza, A.B. Martins & F. Almeida
1615 | I.M.C. Rodrigues
1616 | P.J.F. Guimarães
1617 | C. Forzza
1618 | E.R. de Souza
1619 | A.M. Torres
1620 | D.J.G. Morais
1621 | E. Castro
1622 | W. Dietrich
1623 | L.S.S. Cardoso
1624 | P.M.W Giuffre & M.K. Caddah
1625 | M.C.A. Pestana
1626 | L. Luz
1627 | R.C. Barneby
1628 | H.C. Lima & J. Iganci
1629 | L. Bianchetti
1630 | A.S. Mello
1631 | R. Bortoluzzi
1632 | T. Grespan
1633 | A.M. Silva
1634 | E.P. Santos
1635 | J.E. Meirelles
1636 | R.C.V. Taques
1637 | M.M.F. Melo
1638 | C. Félix
1639 | T.V. Costa
1640 | J.F. Soares
1641 | E.K.S. Brandão
1642 | A.V. Scatigna
1643 | L.J.T. Cardoso
1644 | T.M. Silva
1645 | Werner & W.S. Mancinelli
1646 | C. Azevedo
1647 | D.S. Bauer
1648 | J. Prado & R.Y. Hirai
1649 | F.B. Matos & I.K. Hoffmann
1650 | P. Windisch
1651 | M. Christenhusz
1652 | J.L. Ferreira
1653 | E.C. Smidt & M. Machnicki-Reis
1654 | M.C. Santos, Toscano Brito & E.C. Smidt
1655 | M.K. Caddah & R. Goldenberg
1656 | R. Vanni
1657 | F. Souto
1658 | J.V. Lemos
1659 | M.C. Souza
1660 | D.A. Morais
1661 | N.C. Bigio
1662 | L.A. Teixeira
1663 | S.H.D. Pulsides
1664 | L.C. Zeferino
1665 | E. Menezes
1666 | A.M. Panizza
1667 | N. Zaruvne
1668 | D. Mitja
1669 | A.C.B. Maia
1670 |  M.L. Fonseca I.O. Moura & B.T.P.M. Góes
1671 | A.M. Miranda
1672 | F.S. Meyer & V. Weiss
