NUM_TOMBO | SEQUENCIA | FOTO | DESCRICAO | COD_BARRA | NUM_BARRA
6029.0 | 1 | None | None | HCF000005201 | 5201.0
3236.0 | 1 | None | None | HCF000005202 | 5202.0
3172.0 | 1 | None | None | HCF000005203 | 5203.0
2975.0 | 1 | None | None | HCF000005204 | 5204.0
2967.0 | 1 | None | None | HCF000005205 | 5205.0
839.0 | 1 | None | None | HCF000005206 | 5206.0
581.0 | 1 | None | None | HCF000005207 | 5207.0
14831.0 | 1 | None | None | HCF000005208 | 5208.0
14007.0 | 1 | None | None | HCF000005209 | 5209.0
7063.0 | 1 | None | None | HCF000005210 | 5210.0
11781.0 | 1 | None | None | HCF000005211 | 5211.0
14615.0 | 1 | None | None | HCF000005212 | 5212.0
14618.0 | 1 | None | None | HCF000005213 | 5213.0
14742.0 | 1 | None | None | HCF000005214 | 5214.0
15441.0 | 1 | None | None | HCF000005215 | 5215.0
15403.0 | 1 | None | None | HCF000005216 | 5216.0
14016.0 | 1 | None | None | HCF000005217 | 5217.0
14656.0 | 1 | None | None | HCF000005218 | 5218.0
11718.0 | 1 | None | None | HCF000005219 | 5219.0
5813.0 | 1 | None | None | HCF000005220 | 5220.0
14177.0 | 1 | None | None | HCF000005221 | 5221.0
13436.0 | 1 | None | None | HCF000005222 | 5222.0
13404.0 | 1 | None | None | HCF000005223 | 5223.0
15320.0 | 1 | None | None | HCF000005224 | 5224.0
3013.0 | 1 | None | None | HCF000005225 | 5225.0
15419.0 | 1 | None | None | HCF000005226 | 5226.0
14173.0 | 1 | None | None | HCF000005227 | 5227.0
11493.0 | 1 | None | None | HCF000005228 | 5228.0
9582.0 | 1 | None | None | HCF000005229 | 5229.0
4994.0 | 1 | None | None | HCF000005230 | 5230.0
1669.0 | 1 | None | None | HCF000005231 | 5231.0
18541.0 | 1 | None | None | HCF000005245 | 5245.0
18525.0 | 1 | None | None | HCF000005246 | 5246.0
6970.0 | 1 | None | None | HCF000005232 | 5232.0
4931.0 | 1 | None | None | HCF000005233 | 5233.0
4349.0 | 1 | None | None | HCF000005234 | 5234.0
4117.0 | 1 | None | None | HCF000005235 | 5235.0
3986.0 | 1 | None | None | HCF000005236 | 5236.0
2123.0 | 1 | None | None | HCF000005237 | 5237.0
286.0 | 1 | None | None | HCF000005238 | 5238.0
15389.0 | 1 | None | None | HCF000005239 | 5239.0
14249.0 | 1 | None | None | HCF000005240 | 5240.0
19112.0 | 1 | None | None | HCF000005241 | 5241.0
18536.0 | 1 | None | None | HCF000005242 | 5242.0
18229.0 | 1 | None | None | HCF000005243 | 5243.0
4690.0 | 1 | None | None | HCF000005244 | 5244.0
18520.0 | 1 | None | None | HCF000005247 | 5247.0
18230.0 | 1 | None | None | HCF000005248 | 5248.0
17848.0 | 1 | None | None | HCF000005249 | 5249.0
17328.0 | 1 | None | None | HCF000005250 | 5250.0
16458.0 | 1 | None | None | HCF000005251 | 5251.0
16449.0 | 1 | None | None | HCF000005252 | 5252.0
15710.0 | 1 | None | None | HCF000005253 | 5253.0
12825.0 | 1 | None | None | HCF000005254 | 5254.0
12462.0 | 1 | None | None | HCF000005255 | 5255.0
11935.0 | 1 | None | None | HCF000005256 | 5256.0
8798.0 | 1 | None | None | HCF000005257 | 5257.0
5994.0 | 1 | None | None | HCF000005258 | 5258.0
5846.0 | 1 | None | None | HCF000005259 | 5259.0
4856.0 | 1 | None | None | HCF000005260 | 5260.0
3198.0 | 1 | None | None | HCF000005261 | 5261.0
2752.0 | 1 | None | None | HCF000005262 | 5262.0
2150.0 | 1 | None | None | HCF000005263 | 5263.0
865.0 | 1 | None | None | HCF000005264 | 5264.0
728.0 | 1 | None | None | HCF000005265 | 5265.0
294.0 | 1 | None | None | HCF000005266 | 5266.0
179.0 | 1 | None | None | HCF000005267 | 5267.0
128.0 | 1 | None | None | HCF000005268 | 5268.0
6942.0 | 1 | None | None | HCF000005269 | 5269.0
14253.0 | 1 | None | None | HCF000005270 | 5270.0
14607.0 | 1 | None | None | HCF000005271 | 5271.0
7113.0 | 1 | None | None | HCF000005272 | 5272.0
14450.0 | 1 | None | None | HCF000005273 | 5273.0
12918.0 | 1 | None | None | HCF000005274 | 5274.0
1442.0 | 1 | None | None | HCF000005275 | 5275.0
15077.0 | 1 | None | None | HCF000005276 | 5276.0
9976.0 | 1 | None | None | HCF000005277 | 5277.0
1991.0 | 1 | None | None | HCF000005278 | 5278.0
9501.0 | 1 | None | None | HCF000005279 | 5279.0
18704.0 | 1 | None | None | HCF000005280 | 5280.0
17327.0 | 1 | None | None | HCF000005281 | 5281.0
10992.0 | 1 | None | None | HCF000005282 | 5282.0
8234.0 | 1 | None | None | HCF000005283 | 5283.0
6997.0 | 1 | None | None | HCF000005284 | 5284.0
6256.0 | 1 | None | None | HCF000005285 | 5285.0
4211.0 | 1 | None | None | HCF000005286 | 5286.0
18133.0 | 1 | None | None | HCF000005287 | 5287.0
18065.0 | 1 | None | None | HCF000005288 | 5288.0
18025.0 | 1 | None | None | HCF000005289 | 5289.0
17986.0 | 1 | None | None | HCF000005290 | 5290.0
15198.0 | 1 | None | None | HCF000005291 | 5291.0
14993.0 | 1 | None | None | HCF000005292 | 5292.0
14217.0 | 1 | None | None | HCF000005293 | 5293.0
14053.0 | 1 | None | None | HCF000005294 | 5294.0
12491.0 | 1 | None | None | HCF000005295 | 5295.0
12419.0 | 1 | None | None | HCF000005296 | 5296.0
11466.0 | 1 | None | None | HCF000005297 | 5297.0
11231.0 | 1 | None | None | HCF000005298 | 5298.0
11208.0 | 1 | None | None | HCF000005299 | 5299.0
10037.0 | 1 | None | None | HCF000005300 | 5300.0
10118.0 | 1 | None | None | HCF000005301 | 5301.0
9166.0 | 1 | None | None | HCF000005302 | 5302.0
8220.0 | 1 | None | None | HCF000005303 | 5303.0
7520.0 | 1 | None | None | HCF000005304 | 5304.0
7159.0 | 1 | None | None | HCF000005305 | 5305.0
7397.0 | 1 | None | None | HCF000005306 | 5306.0
6438.0 | 1 | None | None | HCF000005307 | 5307.0
5901.0 | 1 | None | None | HCF000005308 | 5308.0
4471.0 | 1 | None | None | HCF000005309 | 5309.0
2803.0 | 1 | None | None | HCF000005310 | 5310.0
2118.0 | 1 | None | None | HCF000005311 | 5311.0
1825.0 | 1 | None | None | HCF000005312 | 5312.0
1673.0 | 1 | None | None | HCF000005313 | 5313.0
650.0 | 1 | None | None | HCF000005314 | 5314.0
554.0 | 1 | None | None | HCF000005315 | 5315.0
292.0 | 1 | None | None | HCF000005316 | 5316.0
14225.0 | 1 | None | None | HCF000005317 | 5317.0
13435.0 | 1 | None | None | HCF000005318 | 5318.0
4212.0 | 1 | None | None | HCF000005319 | 5319.0
11932.0 | 1 | None | None | HCF000005320 | 5320.0
11529.0 | 1 | None | None | HCF000005321 | 5321.0
11006.0 | 1 | None | None | HCF000005322 | 5322.0
9968.0 | 1 | None | None | HCF000005323 | 5323.0
9664.0 | 1 | None | None | HCF000005324 | 5324.0
9599.0 | 1 | None | None | HCF000005325 | 5325.0
8065.0 | 1 | None | None | HCF000005326 | 5326.0
7755.0 | 1 | None | None | HCF000005327 | 5327.0
5891.0 | 1 | None | None | HCF000005328 | 5328.0
5871.0 | 1 | None | None | HCF000005329 | 5329.0
5822.0 | 1 | None | None | HCF000005330 | 5330.0
5728.0 | 1 | None | None | HCF000005331 | 5331.0
4857.0 | 1 | None | None | HCF000005332 | 5332.0
4427.0 | 1 | None | None | HCF000005333 | 5333.0
3844.0 | 1 | None | None | HCF000005334 | 5334.0
3231.0 | 1 | None | None | HCF000005335 | 5335.0
3012.0 | 1 | None | None | HCF000005336 | 5336.0
2815.0 | 1 | None | None | HCF000005337 | 5337.0
2809.0 | 1 | None | None | HCF000005338 | 5338.0
2776.0 | 1 | None | None | HCF000005339 | 5339.0
2088.0 | 1 | None | None | HCF000005340 | 5340.0
1358.0 | 1 | None | None | HCF000005341 | 5341.0
1357.0 | 1 | None | None | HCF000005342 | 5342.0
1356.0 | 1 | None | None | HCF000005343 | 5343.0
384.0 | 1 | None | None | HCF000005344 | 5344.0
359.0 | 1 | None | None | HCF000005345 | 5345.0
277.0 | 1 | None | None | HCF000005346 | 5346.0
267.0 | 1 | None | None | HCF000005347 | 5347.0
158.0 | 1 | None | None | HCF000005348 | 5348.0
45.0 | 1 | None | None | HCF000005349 | 5349.0
18705.0 | 1 | None | None | HCF000005350 | 5350.0
18449.0 | 1 | None | None | HCF000005351 | 5351.0
16149.0 | 1 | None | None | HCF000005352 | 5352.0
16138.0 | 1 | None | None | HCF000005353 | 5353.0
14808.0 | 1 | None | None | HCF000005354 | 5354.0
13986.0 | 1 | None | None | HCF000005355 | 5355.0
15156.0 | 1 | None | None | HCF000005356 | 5356.0
14885.0 | 1 | None | None | HCF000005357 | 5357.0
14999.0 | 1 | None | None | HCF000005358 | 5358.0
14904.0 | 1 | None | None | HCF000005359 | 5359.0
14041.0 | 1 | None | None | HCF000005360 | 5360.0
15159.0 | 1 | None | None | HCF000005361 | 5361.0
13245.0 | 1 | None | None | HCF000005362 | 5362.0
15759.0 | 1 | None | None | HCF000005363 | 5363.0
14487.0 | 1 | None | None | HCF000005364 | 5364.0
14971.0 | 1 | None | None | HCF000005365 | 5365.0
14386.0 | 1 | None | None | HCF000005366 | 5366.0
14300.0 | 1 | None | None | HCF000005367 | 5367.0
13483.0 | 1 | None | None | HCF000005368 | 5368.0
13406.0 | 1 | None | None | HCF000005369 | 5369.0
13403.0 | 1 | None | None | HCF000005370 | 5370.0
10949.0 | 1 | None | None | HCF000005371 | 5371.0
9797.0 | 1 | None | None | HCF000005372 | 5372.0
8811.0 | 1 | None | None | HCF000005373 | 5373.0
6229.0 | 1 | None | None | HCF000005374 | 5374.0
6109.0 | 1 | None | None | HCF000005375 | 5375.0
4320.0 | 1 | None | None | HCF000005376 | 5376.0
4213.0 | 1 | None | None | HCF000005377 | 5377.0
3467.0 | 1 | None | None | HCF000005378 | 5378.0
3378.0 | 1 | None | None | HCF000005379 | 5379.0
3356.0 | 1 | None | None | HCF000005380 | 5380.0
2925.0 | 1 | None | None | HCF000005381 | 5381.0
1625.0 | 1 | None | None | HCF000005382 | 5382.0
166.0 | 1 | None | None | HCF000005383 | 5383.0
18231.0 | 1 | None | None | HCF000005384 | 5384.0
13808.0 | 1 | None | None | HCF000005385 | 5385.0
15317.0 | 1 | None | None | HCF000005386 | 5386.0
14390.0 | 1 | None | None | HCF000005387 | 5387.0
11385.0 | 1 | None | None | HCF000005388 | 5388.0
18834.0 | 1 | None | None | HCF000005389 | 5389.0
13821.0 | 1 | None | None | HCF000005390 | 5390.0
14437.0 | 1 | None | None | HCF000005391 | 5391.0
14357.0 | 1 | None | None | HCF000005392 | 5392.0
12388.0 | 1 | None | None | HCF000005393 | 5393.0
12282.0 | 1 | None | None | HCF000005394 | 5394.0
10701.0 | 1 | None | None | HCF000005395 | 5395.0
18557.0 | 1 | None | None | HCF000005396 | 5396.0
12528.0 | 1 | None | None | HCF000005397 | 5397.0
19084.0 | 1 | None | None | HCF000005398 | 5398.0
18193.0 | 1 | None | None | HCF000005399 | 5399.0
14375.0 | 1 | None | None | HCF000005400 | 5400.0
13437.0 | 1 | None | None | HCF000005401 | 5401.0
5163.0 | 1 | None | None | HCF000005402 | 5402.0
2165.0 | 1 | None | None | HCF000005403 | 5403.0
16340.0 | 1 | None | None | HCF000005404 | 5404.0
18873.0 | 1 | None | None | HCF000005405 | 5405.0
18547.0 | 1 | None | None | HCF000005406 | 5406.0
15784.0 | 1 | None | None | HCF000005407 | 5407.0
15785.0 | 1 | None | None | HCF000005408 | 5408.0
8813.0 | 1 | None | None | HCF000005409 | 5409.0
18706.0 | 1 | None | None | HCF000005410 | 5410.0
15326.0 | 1 | None | None | HCF000005411 | 5411.0
15329.0 | 1 | None | None | HCF000005412 | 5412.0
9752.0 | 1 | None | None | HCF000005413 | 5413.0
9575.0 | 1 | None | None | HCF000005414 | 5414.0
2163.0 | 1 | None | None | HCF000005415 | 5415.0
14678.0 | 1 | None | None | HCF000005416 | 5416.0
19139.0 | 1 | None | None | HCF000005417 | 5417.0
19126.0 | 1 | None | None | HCF000005418 | 5418.0
13482.0 | 1 | None | None | HCF000005419 | 5419.0
17904.0 | 1 | None | None | HCF000005420 | 5420.0
13140.0 | 1 | None | None | HCF000005421 | 5421.0
11225.0 | 1 | None | None | HCF000005422 | 5422.0
10530.0 | 1 | None | None | HCF000005423 | 5423.0
10524.0 | 1 | None | None | HCF000005424 | 5424.0
10003.0 | 1 | None | None | HCF000005425 | 5425.0
9935.0 | 1 | None | None | HCF000005426 | 5426.0
9895.0 | 1 | None | None | HCF000005427 | 5427.0
9235.0 | 1 | None | None | HCF000005428 | 5428.0
6543.0 | 1 | None | None | HCF000005429 | 5429.0
4239.0 | 1 | None | None | HCF000005430 | 5430.0
1389.0 | 1 | None | None | HCF000005431 | 5431.0
1286.0 | 1 | None | None | HCF000005432 | 5432.0
1149.0 | 1 | None | None | HCF000005433 | 5433.0
810.0 | 1 | None | None | HCF000005434 | 5434.0
727.0 | 1 | None | None | HCF000005435 | 5435.0
674.0 | 1 | None | None | HCF000005436 | 5436.0
604.0 | 1 | None | None | HCF000005437 | 5437.0
263.0 | 1 | None | None | HCF000005438 | 5438.0
119.0 | 1 | None | None | HCF000005439 | 5439.0
14613.0 | 1 | None | None | HCF000005440 | 5440.0
18619.0 | 1 | None | None | HCF000005441 | 5441.0
18613.0 | 1 | None | None | HCF000005442 | 5442.0
15093.0 | 1 | None | None | HCF000005443 | 5443.0
13594.0 | 1 | None | None | HCF000005444 | 5444.0
11141.0 | 1 | None | None | HCF000005445 | 5445.0
9878.0 | 1 | None | None | HCF000005446 | 5446.0
8651.0 | 1 | None | None | HCF000005447 | 5447.0
7903.0 | 1 | None | None | HCF000005448 | 5448.0
7676.0 | 1 | None | None | HCF000005449 | 5449.0
6936.0 | 1 | None | None | HCF000005450 | 5450.0
5808.0 | 1 | None | None | HCF000005451 | 5451.0
5575.0 | 1 | None | None | HCF000005452 | 5452.0
14440.0 | 1 | None | None | HCF000005453 | 5453.0
10609.0 | 1 | None | None | HCF000005454 | 5454.0
10604.0 | 1 | None | None | HCF000005455 | 5455.0
18835.0 | 1 | None | None | HCF000005456 | 5456.0
18535.0 | 1 | None | None | HCF000005457 | 5457.0
12461.0 | 1 | None | None | HCF000005458 | 5458.0
12423.0 | 1 | None | None | HCF000005459 | 5459.0
9939.0 | 1 | None | None | HCF000005460 | 5460.0
9580.0 | 1 | None | None | HCF000005461 | 5461.0
9185.0 | 1 | None | None | HCF000005462 | 5462.0
6924.0 | 1 | None | None | HCF000005463 | 5463.0
3275.0 | 1 | None | None | HCF000005464 | 5464.0
1508.0 | 1 | None | None | HCF000005465 | 5465.0
296.0 | 1 | None | None | HCF000005466 | 5466.0
17233.0 | 1 | None | None | HCF000005467 | 5467.0
18435.0 | 1 | None | None | HCF000005468 | 5468.0
14391.0 | 1 | None | None | HCF000005469 | 5469.0
14655.0 | 1 | None | None | HCF000005470 | 5470.0
14214.0 | 1 | None | None | HCF000005471 | 5471.0
13481.0 | 1 | None | None | HCF000005472 | 5472.0
9583.0 | 1 | None | None | HCF000005473 | 5473.0
7204.0 | 1 | None | None | HCF000005474 | 5474.0
4223.0 | 1 | None | None | HCF000005475 | 5475.0
2249.0 | 1 | None | None | HCF000005476 | 5476.0
2632.0 | 1 | None | None | HCF000005477 | 5477.0
1038.0 | 1 | None | None | HCF000005478 | 5478.0
1037.0 | 1 | None | None | HCF000005479 | 5479.0
396.0 | 1 | None | None | HCF000005480 | 5480.0
262.0 | 1 | None | None | HCF000005481 | 5481.0
9562.0 | 1 | None | None | HCF000005482 | 5482.0
2944.0 | 1 | None | None | HCF000005483 | 5483.0
14021.0 | 1 | None | None | HCF000005484 | 5484.0
19164.0 | 1 | None | None | HCF000005485 | 5485.0
18560.0 | 1 | None | None | HCF000005486 | 5486.0
13479.0 | 1 | None | None | HCF000005487 | 5487.0
18653.0 | 1 | None | None | HCF000005488 | 5488.0
6933.0 | 1 | None | None | HCF000005489 | 5489.0
4249.0 | 1 | None | None | HCF000005490 | 5490.0
2668.0 | 1 | None | None | HCF000005491 | 5491.0
17323.0 | 1 | None | None | HCF000005492 | 5492.0
17257.0 | 1 | None | None | HCF000005493 | 5493.0
14962.0 | 1 | None | None | HCF000005494 | 5494.0
14403.0 | 1 | None | None | HCF000005495 | 5495.0
14279.0 | 1 | None | None | HCF000005496 | 5496.0
14363.0 | 1 | None | None | HCF000005497 | 5497.0
11933.0 | 1 | None | None | HCF000005498 | 5498.0
11011.0 | 1 | None | None | HCF000005499 | 5499.0
10951.0 | 1 | None | None | HCF000005500 | 5500.0
10020.0 | 1 | None | None | HCF000005501 | 5501.0
9142.0 | 1 | None | None | HCF000005502 | 5502.0
7918.0 | 1 | None | None | HCF000005503 | 5503.0
7781.0 | 1 | None | None | HCF000005504 | 5504.0
6505.0 | 1 | None | None | HCF000005505 | 5505.0
6361.0 | 1 | None | None | HCF000005506 | 5506.0
5883.0 | 1 | None | None | HCF000005507 | 5507.0
5705.0 | 1 | None | None | HCF000005508 | 5508.0
4449.0 | 1 | None | None | HCF000005509 | 5509.0
3140.0 | 1 | None | None | HCF000005510 | 5510.0
2771.0 | 1 | None | None | HCF000005511 | 5511.0
2483.0 | 1 | None | None | HCF000005512 | 5512.0
1788.0 | 1 | None | None | HCF000005513 | 5513.0
293.0 | 1 | None | None | HCF000005514 | 5514.0
78.0 | 1 | None | None | HCF000005515 | 5515.0
57.0 | 1 | None | None | HCF000005516 | 5516.0
8.0 | 1 | None | None | HCF000005517 | 5517.0
19339.0 | 1 | None | None | HCF000005518 | 5518.0
19137.0 | 1 | None | None | HCF000005519 | 5519.0
18713.0 | 1 | None | None | HCF000005520 | 5520.0
18063.0 | 1 | None | None | HCF000005521 | 5521.0
15848.0 | 1 | None | None | HCF000005522 | 5522.0
12550.0 | 1 | None | None | HCF000005523 | 5523.0
12805.0 | 1 | None | None | HCF000005524 | 5524.0
14901.0 | 1 | None | None | HCF000005525 | 5525.0
13998.0 | 1 | None | None | HCF000005526 | 5526.0
14833.0 | 1 | None | None | HCF000005527 | 5527.0
18601.0 | 1 | None | None | HCF000005528 | 5528.0
15396.0 | 1 | None | None | HCF000005529 | 5529.0
15363.0 | 1 | None | None | HCF000005530 | 5530.0
14372.0 | 1 | None | None | HCF000005531 | 5531.0
13480.0 | 1 | None | None | HCF000005532 | 5532.0
7439.0 | 1 | None | None | HCF000005533 | 5533.0
6542.0 | 1 | None | None | HCF000005534 | 5534.0
5914.0 | 1 | None | None | HCF000005535 | 5535.0
5126.0 | 1 | None | None | HCF000005536 | 5536.0
5082.0 | 1 | None | None | HCF000005537 | 5537.0
5081.0 | 1 | None | None | HCF000005538 | 5538.0
1949.0 | 1 | None | None | HCF000005539 | 5539.0
14004.0 | 1 | None | None | HCF000005540 | 5540.0
17722.0 | 1 | None | None | HCF000005541 | 5541.0
17468.0 | 1 | None | None | HCF000005542 | 5542.0
18030.0 | 1 | None | None | HCF000005543 | 5543.0
17979.0 | 1 | None | None | HCF000005544 | 5544.0
18390.0 | 1 | None | None | HCF000005545 | 5545.0
15317.0 | 2 | None | None | HCF000005546 | 5546.0
17447.0 | 1 | None | None | HCF000005547 | 5547.0
18364.0 | 1 | None | None | HCF000005548 | 5548.0
18032.0 | 1 | None | None | HCF000005549 | 5549.0
18334.0 | 1 | None | None | HCF000005550 | 5550.0
18972.0 | 1 | None | None | HCF000005551 | 5551.0
17531.0 | 1 | None | None | HCF000005552 | 5552.0
17885.0 | 1 | None | None | HCF000005553 | 5553.0
18812.0 | 1 | None | None | HCF000005554 | 5554.0
18165.0 | 1 | None | None | HCF000005555 | 5555.0
19417.0 | 1 | None | None | HCF000005556 | 5556.0
18977.0 | 1 | None | None | HCF000005557 | 5557.0
17529.0 | 1 | None | None | HCF000005558 | 5558.0
18757.0 | 1 | None | None | HCF000005559 | 5559.0
17431.0 | 1 | None | None | HCF000005560 | 5560.0
17735.0 | 1 | None | None | HCF000005561 | 5561.0
17677.0 | 1 | None | None | HCF000005562 | 5562.0
17425.0 | 1 | None | None | HCF000005563 | 5563.0
17838.0 | 1 | None | None | HCF000005564 | 5564.0
17427.0 | 1 | None | None | HCF000005565 | 5565.0
5453.0 | 1 | None | None | HCF000005566 | 5566.0
4021.0 | 1 | None | None | HCF000005567 | 5567.0
1819.0 | 1 | None | None | HCF000005568 | 5568.0
18879.0 | 1 | None | None | HCF000005569 | 5569.0
17497.0 | 1 | None | None | HCF000005570 | 5570.0
17370.0 | 1 | None | None | HCF000005571 | 5571.0
17038.0 | 1 | None | None | HCF000005572 | 5572.0
13708.0 | 1 | None | None | HCF000005573 | 5573.0
12189.0 | 1 | None | None | HCF000005574 | 5574.0
9373.0 | 1 | None | None | HCF000005575 | 5575.0
4892.0 | 1 | None | None | HCF000005576 | 5576.0
18923.0 | 1 | None | None | HCF000005577 | 5577.0
9260.0 | 1 | None | None | HCF000005578 | 5578.0
5438.0 | 1 | None | None | HCF000005579 | 5579.0
5168.0 | 1 | None | None | HCF000005580 | 5580.0
14477.0 | 1 | None | None | HCF000005581 | 5581.0
11272.0 | 1 | None | None | HCF000005582 | 5582.0
11268.0 | 1 | None | None | HCF000005583 | 5583.0
14254.0 | 1 | None | None | HCF000005584 | 5584.0
8624.0 | 1 | None | None | HCF000005585 | 5585.0
7957.0 | 1 | None | None | HCF000005586 | 5586.0
4825.0 | 1 | None | None | HCF000005587 | 5587.0
4012.0 | 1 | None | None | HCF000005588 | 5588.0
10495.0 | 1 | None | None | HCF000005589 | 5589.0
1734.0 | 1 | None | None | HCF000005590 | 5590.0
10199.0 | 1 | None | None | HCF000005591 | 5591.0
8436.0 | 1 | None | None | HCF000005592 | 5592.0
7932.0 | 1 | None | None | HCF000005593 | 5593.0
5237.0 | 1 | None | None | HCF000005594 | 5594.0
2490.0 | 1 | None | None | HCF000005595 | 5595.0
2285.0 | 1 | None | None | HCF000005596 | 5596.0
1815.0 | 1 | None | None | HCF000005597 | 5597.0
1125.0 | 1 | None | None | HCF000005598 | 5598.0
1722.0 | 1 | None | None | HCF000005599 | 5599.0
10288.0 | 1 | None | None | HCF000005600 | 5600.0
12915.0 | 1 | None | None | HCF000005601 | 5601.0
8524.0 | 1 | None | None | HCF000005602 | 5602.0
4917.0 | 1 | None | None | HCF000005603 | 5603.0
10554.0 | 1 | None | None | HCF000005604 | 5604.0
9296.0 | 1 | None | None | HCF000005605 | 5605.0
9285.0 | 1 | None | None | HCF000005606 | 5606.0
6347.0 | 1 | None | None | HCF000005607 | 5607.0
19264.0 | 1 | None | None | HCF000005608 | 5608.0
3920.0 | 1 | None | None | HCF000005609 | 5609.0
10561.0 | 1 | None | None | HCF000005610 | 5610.0
8306.0 | 1 | None | None | HCF000005611 | 5611.0
10942.0 | 1 | None | None | HCF000005612 | 5612.0
5191.0 | 1 | None | None | HCF000005613 | 5613.0
1721.0 | 1 | None | None | HCF000005614 | 5614.0
2354.0 | 1 | None | None | HCF000005615 | 5615.0
14470.0 | 1 | None | None | HCF000005616 | 5616.0
335.0 | 1 | None | None | HCF000005617 | 5617.0
10941.0 | 1 | None | None | HCF000005618 | 5618.0
10528.0 | 1 | None | None | HCF000005619 | 5619.0
8523.0 | 1 | None | None | HCF000005620 | 5620.0
1598.0 | 1 | None | None | HCF000005621 | 5621.0
11937.0 | 1 | None | None | HCF000005622 | 5622.0
9941.0 | 1 | None | None | HCF000005623 | 5623.0
12208.0 | 1 | None | None | HCF000005624 | 5624.0
7178.0 | 1 | None | None | HCF000005625 | 5625.0
6074.0 | 1 | None | None | HCF000005626 | 5626.0
848.0 | 1 | None | None | HCF000005627 | 5627.0
1737.0 | 1 | None | None | HCF000005628 | 5628.0
12930.0 | 1 | None | None | HCF000005629 | 5629.0
12916.0 | 1 | None | None | HCF000005630 | 5630.0
9529.0 | 1 | None | None | HCF000005631 | 5631.0
7714.0 | 1 | None | None | HCF000005632 | 5632.0
6552.0 | 1 | None | None | HCF000005633 | 5633.0
3076.0 | 1 | None | None | HCF000005634 | 5634.0
1314.0 | 1 | None | None | HCF000005635 | 5635.0
13581.0 | 1 | None | None | HCF000005637 | 5637.0
12925.0 | 1 | None | None | HCF000005638 | 5638.0
10354.0 | 1 | None | None | HCF000005636 | 5636.0
8448.0 | 1 | None | None | HCF000005639 | 5639.0
4719.0 | 1 | None | None | HCF000005640 | 5640.0
2624.0 | 1 | None | None | HCF000005641 | 5641.0
1818.0 | 1 | None | None | HCF000005642 | 5642.0
1816.0 | 1 | None | None | HCF000005643 | 5643.0
1814.0 | 1 | None | None | HCF000005644 | 5644.0
13580.0 | 1 | None | None | HCF000005645 | 5645.0
9224.0 | 1 | None | None | HCF000005646 | 5646.0
4588.0 | 1 | None | None | HCF000005647 | 5647.0
10314.0 | 1 | None | None | HCF000005648 | 5648.0
8715.0 | 1 | None | None | HCF000005649 | 5649.0
3585.0 | 1 | None | None | HCF000005650 | 5650.0
491.0 | 1 | None | None | HCF000005651 | 5651.0
12932.0 | 1 | None | None | HCF000005652 | 5652.0
14222.0 | 1 | None | None | HCF000005653 | 5653.0
16381.0 | 1 | None | None | HCF000005654 | 5654.0
3581.0 | 1 | None | None | HCF000005655 | 5655.0
4710.0 | 1 | None | None | HCF000005656 | 5656.0
1018.0 | 1 | None | None | HCF000005657 | 5657.0
1018.0 | 2 | None | None | HCF000005658 | 5658.0
3319.0 | 1 | None | None | HCF000005659 | 5659.0
12931.0 | 1 | None | None | HCF000005660 | 5660.0
6718.0 | 1 | None | None | HCF000005661 | 5661.0
4746.0 | 1 | None | None | HCF000005662 | 5662.0
10287.0 | 1 | None | None | HCF000005663 | 5663.0
18721.0 | 1 | None | None | HCF000005664 | 5664.0
17326.0 | 1 | None | None | HCF000005665 | 5665.0
17325.0 | 1 | None | None | HCF000005666 | 5666.0
17324.0 | 1 | None | None | HCF000005667 | 5667.0
17304.0 | 1 | None | None | HCF000005668 | 5668.0
17301.0 | 1 | None | None | HCF000005669 | 5669.0
19313.0 | 1 | None | None | HCF000005670 | 5670.0
9579.0 | 1 | None | None | HCF000005671 | 5671.0
7953.0 | 1 | None | None | HCF000005672 | 5672.0
7905.0 | 1 | None | None | HCF000005673 | 5673.0
2250.0 | 1 | None | None | HCF000005674 | 5674.0
1932.0 | 1 | None | None | HCF000005675 | 5675.0
720.0 | 1 | None | None | HCF000005676 | 5676.0
19325.0 | 1 | None | None | HCF000005677 | 5677.0
19245.0 | 1 | None | None | HCF000005678 | 5678.0
15324.0 | 1 | None | None | HCF000005679 | 5679.0
15275.0 | 1 | None | None | HCF000005680 | 5680.0
15279.0 | 1 | None | None | HCF000005681 | 5681.0
14011.0 | 1 | None | None | HCF000005682 | 5682.0
13484.0 | 1 | None | None | HCF000005683 | 5683.0
12115.0 | 1 | None | None | HCF000005684 | 5684.0
6336.0 | 1 | None | None | HCF000005685 | 5685.0
19291.0 | 1 | None | None | HCF000005686 | 5686.0
18840.0 | 1 | None | None | HCF000005687 | 5687.0
15328.0 | 1 | None | None | HCF000005688 | 5688.0
12589.0 | 1 | None | None | HCF000005689 | 5689.0
11140.0 | 1 | None | None | HCF000005690 | 5690.0
9574.0 | 1 | None | None | HCF000005691 | 5691.0
12864.0 | 1 | None | None | HCF000005692 | 5692.0
8977.0 | 1 | None | None | HCF000005693 | 5693.0
17452.0 | 1 | None | None | HCF000005694 | 5694.0
19426.0 | 1 | None | None | HCF000005695 | 5695.0
18096.0 | 1 | None | None | HCF000005696 | 5696.0
19418.0 | 1 | None | None | HCF000005697 | 5697.0
17726.0 | 1 | None | None | HCF000005698 | 5698.0
18090.0 | 1 | None | None | HCF000005699 | 5699.0
