id,nome,codigo_telefone,pais_id,created_at,updated_at
1,"Sant Julia de Loria",06,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
2,"Andorra la Vella",07,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
3,"La Massana",04,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
4,Ordino,05,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
5,Canillo,02,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
6,Encamp,03,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
7,Escaldes-Engordany,08,1,"2019-03-22 00:20:04","2019-03-22 00:20:04"
8,Fujairah,04,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
9,"Abu Dhabi",01,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
10,Dubai,03,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
11,"Ras Al Khaimah",05,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
12,"Umm Al Quwain",07,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
13,Sharjah,06,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
14,Ajman,02,2,"2019-03-22 00:20:04","2019-03-22 00:20:04"
15,Paktika,29,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
16,Farah,06,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
17,Helmand,10,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
18,Kondoz,24,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
19,Bamian,05,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
20,Ghowr,09,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
21,Laghman,35,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
22,,22,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
23,Ghazni,08,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
24,Vardak,27,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
25,Oruzgan,39,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
26,Zabol,28,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
27,Badghis,02,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
28,Badakhshan,01,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
29,Faryab,07,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
30,Takhar,26,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
31,Lowgar,17,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
32,Herat,11,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
33,Daykondi,41,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
34,"Sar-e Pol",33,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
35,Balkh,30,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
36,Kabol,13,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
37,Nimruz,19,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
38,Kandahar,23,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
39,Khowst,37,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
40,,20,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
41,Kapisa,14,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
42,Nangarhar,18,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
43,Samangan,32,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
44,Paktia,36,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
45,Baghlan,03,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
46,Jowzjan,31,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
47,Konar,34,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
48,Nurestan,38,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
49,,16,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
50,,21,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
51,,15,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
52,Panjshir,42,3,"2019-03-22 00:20:04","2019-03-22 00:20:04"
53,"Saint John",04,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
54,"Saint Paul",06,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
55,"Saint George",03,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
56,"Saint Peter",07,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
57,"Saint Mary",05,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
58,Barbuda,01,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
59,"Saint Philip",08,4,"2019-03-22 00:20:04","2019-03-22 00:20:04"
60,,00,5,"2019-03-22 00:20:04","2019-03-22 00:20:04"
61,Vlore,51,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
62,Korce,46,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
63,Shkoder,49,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
64,Durres,42,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
65,Elbasan,43,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
66,Kukes,47,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
67,Fier,44,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
68,Berat,40,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
69,Gjirokaster,45,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
70,Tirane,50,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
71,Lezhe,48,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
72,Diber,41,6,"2019-03-22 00:20:04","2019-03-22 00:20:04"
73,Aragatsotn,01,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
74,Ararat,02,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
75,Kotayk',05,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
76,Tavush,09,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
77,Syunik',08,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
78,Geghark'unik',04,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
79,"Vayots' Dzor",10,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
80,Lorri,06,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
81,Armavir,03,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
82,Yerevan,11,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
83,Shirak,07,7,"2019-03-22 00:20:04","2019-03-22 00:20:04"
84,,00,8,"2019-03-22 00:20:04","2019-03-22 00:20:04"
85,Benguela,01,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
86,Uige,15,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
87,Bengo,19,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
88,"Cuanza Norte",05,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
89,Malanje,12,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
90,"Cuanza Sul",06,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
91,Huambo,08,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
92,Moxico,14,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
93,"Cuando Cubango",04,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
94,Bie,02,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
95,Huila,09,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
96,"Lunda Sul",18,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
97,,10,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
98,Zaire,16,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
99,Cunene,07,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
100,"Lunda Norte",17,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
101,Namibe,13,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
102,Cabinda,03,9,"2019-03-22 00:20:04","2019-03-22 00:20:04"
103,"Buenos Aires",01,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
104,Cordoba,05,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
105,"Entre Rios",08,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
106,Salta,17,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
107,Jujuy,10,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
108,"La Pampa",11,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
109,Mendoza,13,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
110,Misiones,14,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
111,"Santa Cruz",20,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
112,"Santa Fe",21,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
113,Tucuman,24,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
114,Corrientes,06,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
115,"San Juan",18,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
116,"Santiago del Estero",22,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
117,Catamarca,02,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
118,Neuquen,15,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
119,"Distrito Federal",07,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
120,"La Rioja",12,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
121,"Rio Negro",16,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
122,Chubut,04,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
123,"San Luis",19,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
124,"Tierra del Fuego",23,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
125,Formosa,09,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
126,Chaco,03,10,"2019-03-22 00:20:04","2019-03-22 00:20:04"
127,Niederosterreich,03,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
128,Salzburg,05,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
129,Oberosterreich,04,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
130,Tirol,07,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
131,Karnten,02,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
132,Steiermark,06,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
133,Vorarlberg,08,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
134,Wien,09,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
135,Burgenland,01,11,"2019-03-22 00:20:04","2019-03-22 00:20:04"
136,"New South Wales",02,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
137,Tasmania,06,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
138,"Western Australia",08,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
139,Queensland,04,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
140,Victoria,07,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
141,"South Australia",05,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
142,"Northern Territory",03,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
143,"Australian Capital Territory",01,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
144,,00,12,"2019-03-22 00:20:04","2019-03-22 00:20:04"
145,,00,13,"2019-03-22 00:20:04","2019-03-22 00:20:04"
146,Neftcala,36,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
147,Xanlar,62,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
148,Yevlax,68,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
149,Agdas,04,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
150,Sabirabad,46,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
151,Yardimli,66,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
152,Calilabad,15,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
153,Saatli,45,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
154,Saki,47,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
155,Kurdamir,27,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
156,Qazax,40,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
157,Tovuz,58,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
158,Samkir,51,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
159,Agdam,03,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
160,Qubadli,43,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
161,Oguz,37,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
162,Lacin,28,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
163,Kalbacar,26,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
164,Haciqabul,23,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
165,Bilasuvar,13,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
166,Balakan,10,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
167,Naxcivan,35,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
168,Qabala,38,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
169,Agcabadi,02,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
170,Samaxi,50,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
171,Davaci,17,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
172,Quba,42,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
173,Qusar,44,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
174,Imisli,24,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
175,Abseron,01,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
176,Xacmaz,60,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
177,Cabrayil,14,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
178,Ismayilli,25,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
179,Goranboy,21,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
180,Fuzuli,18,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
181,Baki,09,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
182,Beylaqan,12,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
183,Daskasan,16,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
184,Masalli,32,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
185,Zaqatala,70,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
186,Lankaran,29,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
187,Lerik,31,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
188,"Ali Bayramli",07,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
189,Qax,39,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
190,Samux,52,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
191,Zardab,71,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
192,Gadabay,19,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
193,Ucar,59,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
194,Barda,11,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
195,Siyazan,53,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
196,Xocavand,65,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
197,Zangilan,69,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
198,Xizi,63,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
199,Yevlax,67,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
200,Agsu,06,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
201,Qobustan,41,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
202,Goycay,22,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
203,Astara,08,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
204,Xocali,64,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
205,Xankandi,61,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
206,Tartar,57,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
207,Agstafa,05,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
208,Salyan,49,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
209,Susa,55,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
210,Ganca,20,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
211,Sumqayit,54,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
212,Saki,48,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
213,Naftalan,34,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
214,Lankaran,30,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
215,Mingacevir,33,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
216,Susa,56,14,"2019-03-22 00:20:04","2019-03-22 00:20:04"
217,"Republika Srpska",02,15,"2019-03-22 00:20:04","2019-03-22 00:20:04"
218,"Federation of Bosnia and Herzegovina",01,15,"2019-03-22 00:20:04","2019-03-22 00:20:04"
219,,BD,15,"2019-03-22 00:20:04","2019-03-22 00:20:04"
220,"Saint Joseph",06,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
221,"Saint Lucy",07,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
222,"Saint Thomas",11,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
223,"Saint James",04,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
224,"Saint John",05,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
225,"Saint Peter",09,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
226,"Christ Church",01,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
227,"Saint George",03,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
228,"Saint Michael",08,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
229,"Saint Andrew",02,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
230,"Saint Philip",10,16,"2019-03-22 00:20:04","2019-03-22 00:20:04"
231,Khulna,82,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
232,Rajshahi,83,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
233,Dhaka,81,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
234,,80,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
235,Barisal,85,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
236,Sylhet,86,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
237,Chittagong,84,17,"2019-03-22 00:20:04","2019-03-22 00:20:04"
238,Oost-Vlaanderen,08,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
239,West-Vlaanderen,09,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
240,,02,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
241,Limburg,05,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
242,Antwerpen,01,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
243,Luxembourg,06,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
244,Hainaut,03,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
245,Liege,04,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
246,Namur,07,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
247,"Brussels Hoofdstedelijk Gewest",11,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
248,Vlaams-Brabant,12,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
249,"Brabant Wallon",10,18,"2019-03-22 00:20:04","2019-03-22 00:20:04"
250,,38,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
251,Mouhoun,63,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
252,Bam,15,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
253,,37,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
254,,16,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
255,,24,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
256,,32,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
257,Tapoa,42,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
258,Soum,40,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
259,Leraba,61,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
260,Noumbiel,67,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
261,,30,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
262,Gnagna,21,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
263,,31,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
264,,22,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
265,Yatenga,76,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
266,Banwa,46,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
267,Poni,69,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
268,Loroum,62,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
269,Kouritenga,28,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
270,Tuy,74,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
271,Kossi,58,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
272,Passore,34,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
273,Kenedougou,54,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
274,Bale,45,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
275,Bougouriba,48,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
276,Houet,51,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
277,Gourma,50,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
278,Namentenga,64,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
279,Sanmatenga,70,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
280,,18,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
281,Ioba,52,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
282,Ganzourgou,20,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
283,Naouri,65,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
284,Boulkiemde,19,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
285,Zoundweogo,44,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
286,Zondoma,78,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
287,,39,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
288,,43,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
289,Komoe,55,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
290,Yagha,75,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
291,Komondjari,56,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
292,Sourou,73,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
293,Nayala,66,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
294,Sissili,72,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
295,Sanguie,36,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
296,Oudalan,33,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
297,Koulpelogo,59,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
298,Ziro,77,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
299,Kourweogo,60,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
300,Oubritenga,68,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
301,Seno,71,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
302,Bazega,47,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
303,Kadiogo,53,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
304,Kompienga,57,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
305,Boulgou,49,19,"2019-03-22 00:20:04","2019-03-22 00:20:04"
306,Lovech,46,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
307,Varna,61,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
308,Burgas,39,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
309,Razgrad,52,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
310,Plovdiv,51,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
311,Khaskovo,43,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
312,Sofiya,58,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
313,Silistra,55,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
314,Vidin,63,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
315,Montana,47,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
316,Mikhaylovgrad,33,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
317,"Grad Sofiya",42,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
318,Turgovishte,60,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
319,Kurdzhali,44,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
320,Dobrich,40,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
321,Shumen,54,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
322,Blagoevgrad,38,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
323,Smolyan,57,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
324,"Stara Zagora",59,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
325,Pazardzhik,48,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
326,Ruse,53,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
327,Vratsa,64,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
328,Pleven,50,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
329,Pernik,49,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
330,Kyustendil,45,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
331,Yambol,65,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
332,Gabrovo,41,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
333,Sliven,56,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
334,"Veliko Turnovo",62,20,"2019-03-22 00:20:04","2019-03-22 00:20:04"
335,"Jidd Hafs",05,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
336,,03,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
337,"Al Mintaqah ash Shamaliyah",10,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
338,,07,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
339,"Al Manamah",02,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
340,Sitrah,06,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
341,"Al Mintaqah al Gharbiyah",08,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
342,"Mintaqat Juzur Hawar",09,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
343,"Al Hadd",01,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
344,"Al Mintaqah al Wusta",11,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
345,"Ar Rifa",13,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
346,Madinat,12,21,"2019-03-22 00:20:04","2019-03-22 00:20:04"
347,Karuzi,14,22,"2019-03-22 00:20:04","2019-03-22 00:20:04"
348,Ruyigi,21,22,"2019-03-22 00:20:04","2019-03-22 00:20:04"
