codigo,cidade_fb,estado_fb,uf_resolvida,cidade_slug
1511,Ipira,SC,SC,ipira
1512,Ipira,SC,SC,ipira
1513,Ortigueira,PR,PR,ortigueira
1514,Telêmaco Borba,PR,PR,telemaco borba
1515,Telêmaco Borba,PR,PR,telemaco borba
1516,Telêmaco Borba,PR,PR,telemaco borba
1517,Piraí do Sul,PR,PR,pirai do sul
1518,São José dos Pinhais,PR,PR,sao jose dos pinhais
1519,Garuva,SC,SC,garuva
1520,Palmeira,PR,PR,palmeira
1521,Piraí do Sul,PR,PR,pirai do sul
1522,Tijucas do Sul,PR,PR,tijucas do sul
1523,Balsa Nova,PR,PR,balsa nova
1524,Candelária,RS,RS,candelaria
1525,Guaíra,PR,PR,guaira
1526,Blumenau,SC,SC,blumenau
1527,Dionísio Cerqueira,SC,SC,dionisio cerqueira
1528,São Borja,RS,RS,sao borja
1529,Telêmaco Borba,PR,PR,telemaco borba
1530,Telêmaco Borba,PR,PR,telemaco borba
1531,Telêmaco Borba,PR,PR,telemaco borba
1532,Pontal do Paraná,PR,PR,pontal do parana
1533,União da Vitória,PR,PR,uniao da vitoria
1534,Tijucas do Sul,PR,PR,tijucas do sul
1535,Telêmaco Borba,PR,PR,telemaco borba
1536,Tijucas do Sul,PR,PR,tijucas do sul
1537,Guarapuava,PR,PR,guarapuava
1538,São José dos Pinhais,PR,PR,sao jose dos pinhais
1539,São José dos PInhais,PR,PR,sao jose dos pinhais
1540,São José dos Pinhais,PR,PR,sao jose dos pinhais
1541,São José dos Pinhais,PR,PR,sao jose dos pinhais
1542,São José dos Pinhais,PR,PR,sao jose dos pinhais
1543,Telêmaco Borba,PR,PR,telemaco borba
1544,Brasília,DF,DF,brasilia
1545,Brasília,DF,DF,brasilia
1546,Arenópolis,GO,GO,arenopolis
1547,Brasília,DF,DF,brasilia
1548,Caiapônia,GO,GO,caiaponia
1549,Brasília,DF,DF,brasilia
1550,Mambaí,GO,GO,mambai
1551,Montes Claros de Goiás,GO,GO,montes claros de goias
1552,Novo Alegre,TO,TO,novo alegre
1553,Conceição do Tocantins,TO,TO,conceicao do tocantins
1554,Sandolândia,TO,TO,sandolandia
1555,Formoso do Araguaia,TO,TO,formoso do araguaia
1556,Itapiratins,TO,TO,itapiratins
1557,Darcinópolis,TO,TO,darcinopolis
1558,Araguatins,TO,TO,araguatins
1559,Araguatins,TO,TO,araguatins
1560,Correntina,BA,BA,correntina
1561,Januária,MG,MG,januaria
1562,Brejinho de Nazaré,TO,TO,brejinho de nazare
1563,Araguacema,TO,TO,araguacema
1564,Santa Maria do Tocantins,TO,TO,santa maria do tocantins
1565,Gurupi,TO,TO,gurupi
1566,Dianópolis,TO,TO,dianopolis
1567,Passos,MG,MG,passos
1568,Passos,MG,MG,passos
1569,Passos,MG,MG,passos
1570,Passos,MG,MG,passos
1571,São José da Barra,MG,MG,sao jose da barra
1572,São José da Barra,MG,MG,sao jose da barra
1573,Delfinópolis,MG,MG,delfinopolis
1574,Corumbataí do Sul,PR,PR,corumbatai do sul
1575,Campo Mourão,PR,PR,campo mourao
1576,Ivailândia,PR,PR,ivailandia
1577,Loanda,PR,PR,loanda
1578,Jussara,PR,PR,jussara
1579,Ivailândia,PR,PR,ivailandia
1580,Irati,PR,PR,irati
1581,Glória de Dourados,MS,MS,gloria de dourados
1582,Nova Alvorada do Sul,MS,MS,nova alvorada do sul
1583,Glória de Dourados,MS,MS,gloria de dourados
1584,Nova Alvorada do Sul,MS,MS,nova alvorada do sul
1585,Nova Alvorada do Sul,MS,MS,nova alvorada do sul
1586,Nova Alvorada do Sul,MS,MS,nova alvorada do sul
1587,Campo Grande,MS,MS,campo grande
1588,Ladário,MS,MS,ladario
1589,Nioaque,MS,MS,nioaque
1590,Ladário,MS,MS,ladario
1591,Corumbá,MS,MS,corumba
1592,Guaíba,RS,RS,guaiba
1593,Corumbá,MS,MS,corumba
1594,Corumbá,MS,MS,corumba
1595,Ladário,MS,MS,ladario
1596,Caarapó,MS,MS,caarapo
1597,Tacuru,MS,MS,tacuru
1598,Ladário,MS,MS,ladario
1599,Ladário,MS,MS,ladario
1600,Corumbá,MS,MS,corumba
1601,Corumbá,MS,MS,corumba
1602,Corumbá,MS,MS,corumba
1603,Cruz das Almas,BA,BA,cruz das almas
1604,Miranda,MS,MS,miranda
1605,Corguinho,MS,MS,corguinho
1606,Guaíba,RS,RS,guaiba
1607,Campo Grande,MS,MS,campo grande
1608,Corumbá,MS,MS,corumba
1609,Campo Grande,MS,MS,campo grande
1610,Três Lagoas,MS,MS,tres lagoas
1611,Sidrolândia,MS,MS,sidrolandia
1612,Encruzilhada,BA,BA,encruzilhada
1613,Encruzilhada,BA,BA,encruzilhada
1614,Divisópolis,MG,MG,divisopolis
1615,Cananéia,SP,SP,cananeia
1616,Cananéia,SP,SP,cananeia
1617,Corumbataí do Sul,PR,PR,corumbatai do sul
1618,Tibagi,PR,PR,tibagi
1619,Campos do Jordão,SP,SP,campos do jordao
1620,Alto Paraíso de Goiás,GO,GO,alto paraiso de goias
1621,Niquelândia,GO,GO,niquelandia
1622,Niquelândia,GO,GO,niquelandia
1623,Cristalina,GO,GO,cristalina
1624,Formoso,MG,MG,formoso
1625,Brasília,DF,DF,brasilia
1626,Brasília,DF,DF,brasilia
1627,Formosa do Rio Preto,BA,BA,formosa do rio preto
1628,Niquelândia,GO,GO,niquelandia
1629,Corumbá de Goiás,GO,GO,corumba de goias
1630,Marliéria,MG,MG,marlieria
1631,Brasília,DF,DF,brasilia
3670,Santa Maria Madalena,RJ,RJ,santa maria madalena
1632,Brasília,DF,DF,brasilia
1633,Brasília,DF,DF,brasilia
1634,Brasília,DF,DF,brasilia
1635,Buritis,MG,MG,buritis
1636,Corumbá de Goiás,GO,GO,corumba de goias
1637,Buritis,MG,MG,buritis
1638,Nova Roma,GO,GO,nova roma
1639,Niquelândia,GO,GO,niquelandia
1640,Brasília,DF,DF,brasilia
1641,Brasília,DF,DF,brasilia
1642,Cavalcante,GO,GO,cavalcante
1643,Brasília,DF,DF,brasilia
1644,Brasília,DF,DF,brasilia
1645,Cocos,BA,BA,cocos
1646,Formosa,GO,GO,formosa
1647,Campo Largo,PR,PR,campo largo
1648,São Domingos,GO,GO,sao domingos
1649,São Martinho da Serra,RS,RS,sao martinho da serra
1650,Barra do Quaraí,RS,RS,barra do quarai
1651,Caçapava do Sul,RS,RS,cacapava do sul
1652,Morretes,PR,PR,morretes
1653,Curitiba,PR,PR,curitiba
1654,Campo Largo,PR,PR,campo largo
1655,Paranaguá,PR,PR,paranagua
1656,Matinhos,PR,PR,matinhos
1657,Ponta Grossa,PR,PR,ponta grossa
1658,Balsa Nova,PR,PR,balsa nova
1659,Itapoá,SC,SC,itapoa
1660,Guaratuba,PR,PR,guaratuba
1661,Ponta Grossa,PR,PR,ponta grossa
1662,Campina Grande do Sul,PR,PR,campina grande do sul
1663,Morretes,PR,PR,morretes
1664,Piraí do Sul,PR,PR,pirai do sul
1665,Colombo,PR,PR,colombo
1666,São Francisco do Sul,SC,SC,sao francisco do sul
1667,Campina Grande do Sul,PR,PR,campina grande do sul
1668,Morretes,PR,PR,morretes
1669,Candói,PR,PR,candoi
1670,Antonina,PR,PR,antonina
1671,São José dos Pinhais,PR,PR,sao jose dos pinhais
1672,Palmas,PR,PR,palmas
1673,Morretes,PR,PR,morretes
1674,Quatro Barras,PR,PR,quatro barras
1675,Adrianópolis,PR,PR,adrianopolis
1676,Guaratuba,PR,PR,guaratuba
1677,Campina Grande do Sul,PR,PR,campina grande do sul
1678,Morretes,PR,PR,morretes
1679,Irati,PR,PR,irati
1680,Matinhos,PR,PR,matinhos
1681,Curitiba,PR,PR,curitiba
1682,Curitiba,PR,PR,curitiba
1683,Foz do Areia,PR,PR,foz do areia
1684,Lages,SC,SC,lages
1685,Campo Mourão,PR,PR,campo mourao
1686,Morretes,PR,PR,morretes
1687,Morretes,PR,PR,morretes
1688,Paranaguá,PR,PR,paranagua
1689,Fernandes Pinheiro,PR,PR,fernandes pinheiro
1690,Bocaiúva do Sul,PR,PR,bocaiuva do sul
1691,Irati,PR,PR,irati
1692,Tunas do Paraná,PR,PR,tunas do parana
1693,Morretes,PR,PR,morretes
1694,Arapoti,PR,PR,arapoti
1695,Morretes,PR,PR,morretes
1696,Antonina,PR,PR,antonina
1697,Paranaguá,PR,PR,paranagua
1698,Pontal do Paraná,PR,PR,pontal do parana
1699,Guaratuba,PR,PR,guaratuba
1700,São Francisco do Sul,PR,PR,sao francisco do sul
1701,Paranaguá,PR,PR,paranagua
1702,Antonina,PR,PR,antonina
1703,Imbituba,SC,SC,imbituba
1704,Campo Mourão,PR,PR,campo mourao
1705,Mamborê,PR,PR,mambore
1706,Imbituba,SC,SC,imbituba
1707,Mandaguaçu,PR,PR,mandaguacu
1708,Mandaguaçu,PR,PR,mandaguacu
1709,Nova Aurora,PR,PR,nova aurora
1710,Mandaguaçu,PR,PR,mandaguacu
1711,Iguatemi,PR,PR,iguatemi
1712,Campo Mourão,PR,PR,campo mourao
1713,Cáceres,MT,MT,caceres
1714,Corumbá,MS,MS,corumba
1715,,MT,MT,
1716,,MT,MT,
1717,Córrego do Retiro,MT,MT,corrego do retiro
1718,Diamantino,MT,MT,diamantino
1719,Diamantino,MT,MT,diamantino
1720,Diamantino,MT,MT,diamantino
1721,Poconé,MT,MT,pocone
1722,Novo Santo Antônio,MT,MT,novo santo antonio
1723,Jaciara,MT,MT,jaciara
1724,Novo Santo Antônio,MT,MT,novo santo antonio
1725,Novo Santo Antônio,MT,MT,novo santo antonio
1726,Novo Santo Antônio,MT,MT,novo santo antonio
1727,Poconé,MT,MT,pocone
1728,Cuiabá,MT,MT,cuiaba
1729,Poconé,MT,MT,pocone
1730,Cotriguaçu,MT,MT,cotriguacu
1731,Cuiabá,MT,MT,cuiaba
1732,Cuiabá,MT,MT,cuiaba
1733,Nova Marilândia,MT,MT,nova marilandia
1734,Pitanga,PR,PR,pitanga
1735,Paraíso do Norte,PR,PR,paraiso do norte
1736,Guaraqueçaba,PR,PR,guaraquecaba
1737,Guaraqueçaba,PR,PR,guaraquecaba
1738,Guaraqueçaba,PR,PR,guaraquecaba
1739,Guaraqueçaba,PR,PR,guaraquecaba
1740,Fênix,PR,PR,fenix
1741,Cianorte,PR,PR,cianorte
1742,Cerro Azul,PR,PR,cerro azul
1743,Guaratuba,PR,PR,guaratuba
1744,Piraquara,PR,PR,piraquara
1745,Rio Branco do Sul,PR,PR,rio branco do sul
1746,Guaratuba,PR,PR,guaratuba
1747,Piraquara,PR,PR,piraquara
1748,Cerro Azul,PR,PR,cerro azul
1749,Cerro Azul,PR,PR,cerro azul
1750,Coronel Domingos Soares,PR,PR,coronel domingos soares
1751,Garuva,PR,PR,garuva
1752,Jundiaí do Sul,PR,PR,jundiai do sul
1753,Verdelândia,MG,MG,verdelandia
1754,São Jorge d'Oeste,PR,PR,sao jorge d oeste
1755,Paulo Frontin,PR,PR,paulo frontin
1756,Monte Alegre de Goiás,GO,GO,monte alegre de goias
1757,Jundiaí do Sul,PR,PR,jundiai do sul
1758,Campina Grande do Sul,PR,PR,campina grande do sul
1759,Campina Grande do Sul,PR,PR,campina grande do sul
1760,São Miguel das Matas,BA,BA,sao miguel das matas
1761,Ponta Grossa,PR,PR,ponta grossa
1762,Londrina,PR,PR,londrina
1763,Água Doce,SC,SC,agua doce
1764,Guaraqueçaba,PR,PR,guaraquecaba
1765,Curitiba,PR,PR,curitiba
1766,Adrianópolis,PR,PR,adrianopolis
1767,Valparaíso,SP,SP,valparaiso
1768,Valparaíso,SP,SP,valparaiso
1769,Ilha Solteira,SP,SP,ilha solteira
1770,São José dos Pinhais,PR,PR,sao jose dos pinhais
1771,Rio Verde de Mato Grosso,MS,MS,rio verde de mato grosso
1772,Jequitaí,MG,MG,jequitai
1773,Urubici,SC,SC,urubici
1774,Palmas,PR,PR,palmas
1775,Aquidauana,MS,MS,aquidauana
1776,São Domingos,GO,GO,sao domingos
1777,Buenópolis,MG,MG,buenopolis
1778,Santa Filomena,PI,PI,santa filomena
1779,Palmas,PR,PR,palmas
1780,Garuva,SC,SC,garuva
1781,Buritizeiro,MG,MG,buritizeiro
1782,Esmeralda,RS,RS,esmeralda
1783,Caxias do Sul,RS,RS,caxias do sul
1784,Alto Parnaíba,MA,MA,alto parnaiba
1785,Caxias do Sul,RS,RS,caxias do sul
1786,Nova Venécia,ES,ES,nova venecia
1787,Blumenau,SC,SC,blumenau
1788,Piemonte da Diamantina,BA,BA,piemonte da diamantina
1789,Piemonte da Diamantina,BA,BA,piemonte da diamantina
1790,Raso da Catarina,BA,BA,raso da catarina
1791,Tibagi,PR,PR,tibagi
1792,,,,
1793,Provincia de Catamarca,,,provincia de catamarca
1794,Lima Duarte,MG,MG,lima duarte
1795,Jaguariaíva,PR,PR,jaguariaiva
1796,Depto Rio Cuarto - Córdoba,,,depto rio cuarto cordoba
1797,Elísio Medrado,BA,BA,elisio medrado
1798,Corrientes,,,corrientes
1799,Córdoba,,,cordoba
1800,Paulo Lopes,SC,SC,paulo lopes
1801,Córdoba,,,cordoba
1802,Venda Nova do Imigrante,ES,ES,venda nova do imigrante
1803,Mafra,SC,SC,mafra
1804,Apucarana,PR,PR,apucarana
1805,,,,
1806,,,,
1807,,,,
1808,,,,
1809,,,,
1810,Antônio Carlos,MG,MG,antonio carlos
1811,,,,
1812,,,,
1813,,,,
1814,,,,
1815,,,,
1816,,,,
1817,,,,
1818,,,,
1819,,,,
1820,,,,
1821,,,,
1822,,,,
1823,,,,
1824,Alto Parnaíba,MA,MA,alto parnaiba
1825,Teresópolis,RJ,RJ,teresopolis
1826,Garuva,PR,PR,garuva
1827,Piraquara,PR,PR,piraquara
1828,Tijucas do Sul,PR,PR,tijucas do sul
1829,São José dos Pinhais,PR,PR,sao jose dos pinhais
1830,Balneário Camboriú,SC,SC,balneario camboriu
1831,Ponte Alta do Tocantins,TO,TO,ponte alta do tocantins
1832,Paula Freitas,PR,PR,paula freitas
1833,Ponta Grossa,PR,PR,ponta grossa
1834,Palmeira,PR,PR,palmeira
1835,Joinville,SC,SC,joinville
1836,Quatro Barras,PR,PR,quatro barras
1837,São Mateus do Sul,PR,PR,sao mateus do sul
1838,Campina da Lagoa,PR,PR,campina da lagoa
1839,Guaraqueçaba,PR,PR,guaraquecaba
1840,Palmas,PR,PR,palmas
1841,Cáceres,MT,MT,caceres
1842,Diamantina,MG,MG,diamantina
1843,Japonvar,MG,MG,japonvar
1844,Brotas,SP,SP,brotas
1845,Loanda,PR,PR,loanda
1846,Aquidauana,MS,MS,aquidauana
1847,Vila Bela da Santíssima Trindade,MT,MT,vila bela da santissima trindade
1848,Porto Murtinho,MS,MS,porto murtinho
1849,Candói,PR,PR,candoi
1850,Vila Bela da Santíssima Trindade,MT,MT,vila bela da santissima trindade
1851,Porto Murtinho,MS,MS,porto murtinho
1852,Foz do Iguaçu,PR,PR,foz do iguacu
1853,Vilhena,RO,RO,vilhena
1854,Coxim,MS,MS,coxim
1855,Caracol,MS,MS,caracol
1856,São Mateus do Sul,PR,PR,sao mateus do sul
2917,Porto Murtinho,MS,MS,porto murtinho
1858,Tijucas do Sul,PR,PR,tijucas do sul
1859,Campo Alegre,SC,SC,campo alegre
1860,Cajati,SP,SP,cajati
1861,Ponta Grossa,PR,PR,ponta grossa
1862,Buenópolis,MG,MG,buenopolis
1863,Conceição da Barra,ES,ES,conceicao da barra
1864,Urubici,SC,SC,urubici
1865,Bonito,MS,MS,bonito
1866,Campina Grande do Sul,PR,PR,campina grande do sul
1867,Caetité,BA,BA,caetite
1868,Várzea da Palma,MG,MG,varzea da palma
1869,Reserva do Cabaçal,MT,MT,reserva do cabacal
1870,MIsiones (Parque Prov. Urugua-í),,,misiones parque prov urugua i
1871,Ambato,,,ambato
1872,Rio Primeiro,,,rio primeiro
1873,São Joaquim,SC,SC,sao joaquim
1874,Curitiba,PR,PR,curitiba
1875,Ambato,,,ambato
1876,Belém,PA,PA,belem
1877,Punilla-Província de Cordoba,,,punilla provincia de cordoba
1878,Palotina,PR,PR,palotina
1879,Lavras do Sul,RS,RS,lavras do sul
1880,Juiz de Fora,MG,MG,juiz de fora
1881,Francisco Dumont,MG,MG,francisco dumont
1882,Céu Azul,PR,PR,ceu azul
1883,São João Del Rey,MG,MG,sao joao del rey
1884,Miranda,MS,MS,miranda
1885,Nova LIma,MG,MG,nova lima
1886,Lima Duarte,MG,MG,lima duarte
1887,Piraí do Sul,PR,PR,pirai do sul
1888,General Carneiro,PR,PR,general carneiro
1889,Candói,PR,PR,candoi
1890,São José dos Ausentes,RS,RS,sao jose dos ausentes
1891,Porto Vitória,PR,PR,porto vitoria
1892,Guaraqueçaba,PR,PR,guaraquecaba
1893,Três Barras do Paraná,PR,PR,tres barras do parana
1894,Mucugê,BA,BA,mucuge
1895,Monte Belo do Sul,RS,RS,monte belo do sul
1896,Alagoa,MG,MG,alagoa
1897,Macaúbas,BA,BA,macaubas
1898,Jaguariaíva,PR,PR,jaguariaiva
1899,Barroso,MG,MG,barroso
1900,Guaraniaçu,PR,PR,guaraniacu
1901,Bocaiúva do Sul,PR,PR,bocaiuva do sul
1902,Porto Murtinho,MS,MS,porto murtinho
1903,Florianópolis,SC,SC,florianopolis
1904,Córdoba,,,cordoba
1905,"Departamento Punilla, Província Córdoba",,,departamento punilla provincia cordoba
1906,Córdoba,,,cordoba
1907,"Departamento Rio Segundo, Prov. Córdoba",,,departamento rio segundo prov cordoba
1908,Guapimirim,RJ,RJ,guapimirim
1909,Subaúma,BA,BA,subauma
1910,Monte Belo do Sul,RS,RS,monte belo do sul
1911,Campina Grande do Sul.,PR,PR,campina grande do sul
1912,Palmeira,PR,PR,palmeira
1913,Mucugê,BA,BA,mucuge
1914,"Depto. de Juarez Celman, Prov. deCórdoba",,,depto de juarez celman prov decordoba
1915,Guaratuba,PR,PR,guaratuba
1916,Caxias do Sul,RS,RS,caxias do sul
1917,Santo André,SP,SP,santo andre
1918,,MT,MT,
1919,Medina,MG,MG,medina
1920,Mucugê,BA,BA,mucuge
1921,São Gonçalo do Rio Preto,MG,MG,sao goncalo do rio preto
1922,Canavieiras,BA,BA,canavieiras
1923,Curitiba,PR,PR,curitiba
1924,Santa Maria do Oeste,PR,PR,santa maria do oeste
1925,Itatiaia,RJ,RJ,itatiaia
1926,Juiz de Fora,MG,MG,juiz de fora
1927,Lima Duarte,MG,MG,lima duarte
1928,Balneário Camboriú,SC,SC,balneario camboriu
1929,Palmeira,PR,PR,palmeira
1930,Iporã do Oeste,SC,SC,ipora do oeste
1931,Vitor Meireles,SC,SC,vitor meireles
1932,Antonina,PR,PR,antonina
1933,Itu,SP,SP,itu
1934,Lima Duarte,MG,MG,lima duarte
1935,Aquidauana,MS,MS,aquidauana
1936,Porto Murtinho,MS,MS,porto murtinho
1937,Adrianópolis,PR,PR,adrianopolis
1938,Buenópolis,MG,MG,buenopolis
1939,Miranda,MS,MS,miranda
1940,Caracol,MS,MS,caracol
1941,Laguna,SC,SC,laguna
1942,Urubici,SC,SC,urubici
1943,São Joaquim,SC,SC,sao joaquim
1944,Grão Pará,SC,SC,grao para
1945,Guaratuba,PR,PR,guaratuba
1946,Iaçu,BA,BA,iacu
1947,Vitória da Conquista,BA,BA,vitoria da conquista
1948,Guaraqueçaba,PR,PR,guaraquecaba
1949,Garuva,SC,SC,garuva
1950,Porto Murtinho,MS,MS,porto murtinho
1951,Dom Bosco,MG,MG,dom bosco
1952,Datas,MG,MG,datas
1953,Miranda,MS,MS,miranda
1954,Santa Filomena,PI,PI,santa filomena
1955,Mirandópolis,SP,SP,mirandopolis
1956,Campo Largo,PR,PR,campo largo
1957,Piraquara,PR,PR,piraquara
1958,,,,
1959,Capital. Provincia de Catamarca,,,capital provincia de catamarca
1960,Depto General Roca. Prov. Córdoba,,,depto general roca prov cordoba
1961,Córdoba. Depto Rio Primero,,,cordoba depto rio primero
1962,Córdoba. Depto Rio Segundo,,,cordoba depto rio segundo
1963,Córdoba. Depto Colón,,,cordoba depto colon
1964,Jujuy. Departamento San Pedro,,,jujuy departamento san pedro
1965,Córdoba. Depto Pres. Roque Sáenz Peña,,,cordoba depto pres roque saenz pena
1966,Navarro Co. - Texas,,,navarro co texas
1967,Córdoba. Depto R. Vera Peñalosa,,,cordoba depto r vera penalosa
1968,Depto de Ambato. Prov. de Catamarca,,,depto de ambato prov de catamarca
1969,Depto de San Martin. Prov. San Luis,,,depto de san martin prov san luis
1970,Depto San Javier. Prov. de Córdoba,,,depto san javier prov de cordoba
1971,Bandeirantes,PR,PR,bandeirantes
1972,Tibagi,PR,PR,tibagi
1973,Vilhena,RO,RO,vilhena
1974,Vilhena,RO,RO,vilhena
1975,Cabixi,RO,RO,cabixi
1976,Cabixi,RO,RO,cabixi
1981,Fênix,PR,PR,fenix
1978,Rio Verde de Mato Grosso,MS,MS,rio verde de mato grosso
1979,Campo Mourão,PR,PR,campo mourao
1980,Fênix,PR,PR,fenix
1982,Loanda,PR,PR,loanda
1983,Manoel Ribas,PR,PR,manoel ribas
1984,Paraíso do Norte,PR,PR,paraiso do norte
1985,Loanda,PR,PR,loanda
1986,Fênix,PR,PR,fenix
1987,Fênix,PR,PR,fenix
1988,Ortigueira,PR,PR,ortigueira
1989,Tamarana,PR,PR,tamarana
1990,Ortigueira,PR,PR,ortigueira
1991,Ortigueira,PR,PR,ortigueira
1992,Ortigueira,PR,PR,ortigueira
1993,Ortigueira,PR,PR,ortigueira
1994,Ortigueira,PR,PR,ortigueira
1995,Ortigueira,PR,PR,ortigueira
1996,Pelotas,RS,RS,pelotas
1997,Turuçu,RS,RS,turucu
1998,Manoel Viana,RS,RS,manoel viana
1999,Xavantina,SC,SC,xavantina
2000,Caçapava do Sul,RS,RS,cacapava do sul
2001,Porto Xavier,RS,RS,porto xavier
2002,Porto Lucena,RS,RS,porto lucena
2003,Mariópolis,PR,PR,mariopolis
2004,São Francisco de Assis,RS,RS,sao francisco de assis
2005,Morrinhos do Sul,RS,RS,morrinhos do sul
2006,Guaíba,RS,RS,guaiba
2007,Quaraí,RS,RS,quarai
2008,Rio Bonito do Iguaçu,PR,PR,rio bonito do iguacu
2009,Engenheiro Beltrão,PR,PR,engenheiro beltrao
2010,Laranjal,PR,PR,laranjal
2011,Quarto Centenário,PR,PR,quarto centenario
2012,Saudade do Iguaçu,PR,PR,saudade do iguacu
2013,Coronel Vivida,PR,PR,coronel vivida
2014,Aratiba,RS,RS,aratiba
2015,Descanso,SC,SC,descanso
2016,Flor da Serra do Sul,SC,SC,flor da serra do sul
2017,Catanduvas,PR,PR,catanduvas
2018,Sâo Domingos,SC,SC,sao domingos
2019,Harval do Sul,RS,RS,harval do sul
2020,Itati,RS,RS,itati
2021,Assis Chateaubriand,PR,PR,assis chateaubriand
2022,Sant'Ana do Livramento,RS,RS,sant ana do livramento
2023,Uruguainana,RS,RS,uruguainana
2024,Iporã do Oeste,SC,SC,ipora do oeste
2025,Amaral Ferrador,RS,RS,amaral ferrador
2026,São João,PR,PR,sao joao
2027,Lavras do Sul,RS,RS,lavras do sul
2028,Cascavel,PR,PR,cascavel
2029,Três Barras do Paraná,PR,PR,tres barras do parana
2030,Ivorá,RS,RS,ivora
2031,Maringá,PR,PR,maringa
2032,Vicente Dutra,RS,RS,vicente dutra
2033,São Francisco de Assis,RS,RS,sao francisco de assis
2034,Nova Veneza,SC,SC,nova veneza
2035,Francisco Beltrão,PR,PR,francisco beltrao
2036,Altônia,PR,PR,altonia
2037,São Jorge do Patrocínio,PR,PR,sao jorge do patrocinio
2038,Porto Camargo,PR,PR,porto camargo
2039,Campina Grande do Sul,PR,PR,campina grande do sul
2040,Campina Grande do Sul,PR,PR,campina grande do sul
2041,Campina Grande do Sul,PR,PR,campina grande do sul
2042,Curitiba,PR,PR,curitiba
2043,Campina Grande do Sul,PR,PR,campina grande do sul
2044,Campina Grande do Sul,PR,PR,campina grande do sul
2045,Araucaria,PR,PR,araucaria
2046,Joinville,SC,SC,joinville
2047,Curitiba,PR,PR,curitiba
2048,Piraquara,PR,PR,piraquara
2049,Guaraqueçaba,PR,PR,guaraquecaba
2050,Guaraqueçaba,PR,PR,guaraquecaba
2051,Campina Grande do Sul,PR,PR,campina grande do sul
2052,Curitiba,PR,PR,curitiba
2053,Ponta Grossa,PR,PR,ponta grossa
2054,Campina Grande do Sul,PR,PR,campina grande do sul
2055,Morretes,PR,PR,morretes
2056,Morretes,PR,PR,morretes
2057,São Francisco de Paula,RS,RS,sao francisco de paula
2058,Flores da Cunha,RS,RS,flores da cunha
2059,Passa Quatro,MG,MG,passa quatro
2060,Antonina,PR,PR,antonina
2061,Pinhão,PR,PR,pinhao
2062,Quatro Barras,PR,PR,quatro barras
2063,Guaraqueçaba,PR,PR,guaraquecaba
2064,Pinhão,PR,PR,pinhao
2065,Fraiburgo,SC,SC,fraiburgo
2066,Morretes,PR,PR,morretes
2067,Matinhos,PR,PR,matinhos
2068,Francisco Beltrão,PR,PR,francisco beltrao
2069,Piraquara,PR,PR,piraquara
2070,Piraquara,PR,PR,piraquara
2071,Vacaria,RS,RS,vacaria
2072,Fraiburgo,SC,SC,fraiburgo
2073,Guaratuba,PR,PR,guaratuba
2074,Juazeiro,BA,BA,juazeiro
2075,Cariacica,ES,ES,cariacica
2076,São José dos Ausentes,RS,RS,sao jose dos ausentes
2077,Novo Repartimento,PA,PA,novo repartimento
2078,Major Gercino,SC,SC,major gercino
2079,Paulo Lopes,SC,SC,paulo lopes
2080,Orleans,SC,SC,orleans
2081,Florianópolis,SC,SC,florianopolis
2082,Bom Jardim da Serra,SC,SC,bom jardim da serra
2083,Mucugê,BA,BA,mucuge
2084,Águas Mornas,SC,SC,aguas mornas
2085,Céu Azul,PR,PR,ceu azul
2086,São José dos Ausentes,RS,RS,sao jose dos ausentes
2087,Londrina,PR,PR,londrina
2088,São Joaquim,SC,SC,sao joaquim
2089,Balsa Nova,PR,PR,balsa nova
2090,Castelo,ES,ES,castelo
2091,São Raimundo Nonato,PI,PI,sao raimundo nonato
2092,Santa Isabel do Rio Negro,AM,AM,santa isabel do rio negro
2093,Colombo,PR,PR,colombo
2094,Guabiruba,SC,SC,guabiruba
2095,Treviso,SC,SC,treviso
2096,Morro da Fumaça,SC,SC,morro da fumaca
2097,Siderópolis,SC,SC,sideropolis
2098,Major Gercino,SC,SC,major gercino
2099,Trombudo Central,SC,SC,trombudo central
2100,Matinhos,PR,PR,matinhos
2101,Campo Belo do Sul,SC,SC,campo belo do sul
2102,Piemonte da Diamantina,BA,BA,piemonte da diamantina
2103,Piemonte da Diamantina,BA,BA,piemonte da diamantina
2104,São Bonifácio,SC,SC,sao bonifacio
2105,Jaborá,SC,SC,jabora
2106,Águas Mornas,SC,SC,aguas mornas
2107,Pitanga,PR,PR,pitanga
2108,Orleans,SC,SC,orleans
2109,Conceição do Almeida,BA,BA,conceicao do almeida
2110,Nova Petrópolis,RS,RS,nova petropolis
2111,Delfinópolis,MG,MG,delfinopolis
2112,Bom Jesus,RS,RS,bom jesus
2113,Viamão,RS,RS,viamao
2114,Fazenda Rio Grande,PR,PR,fazenda rio grande
2115,Mateiros,TO,TO,mateiros
2116,Rancho Queimado,SC,SC,rancho queimado
2117,Cabo Frio,RJ,RJ,cabo frio
2118,Mauá da Serra,PR,PR,maua da serra
2119,Campo Grande,MS,MS,campo grande
2120,Garuva,SC,SC,garuva
2121,Coronel Domingos Soares,PR,PR,coronel domingos soares
2122,Caxias do Sul,RS,RS,caxias do sul
2123,Guaraqueçaba,PR,PR,guaraquecaba
2124,Guaraqueçaba,PR,PR,guaraquecaba
2125,São Desidério,BA,BA,sao desiderio
2126,Piraquara,PR,PR,piraquara
