codigo,cidade_fb,estado_fb,uf_resolvida,cidade_slug
3389,Serro,MG,MG,serro
3390,Morretes,PR,PR,morretes
3391,Jundiaí do Sul,PR,PR,jundiai do sul
3392,Iaçu,BA,BA,iacu
3393,Estado do Tocantis,TO,TO,estado do tocantis
3394,Quatro Barras,PR,PR,quatro barras
3395,Aquidauana,MS,MS,aquidauana
3396,Guaraqueçaba,PR,PR,guaraquecaba
3397,Rio Negro,,,rio negro
3398,Curitiba,PR,PR,curitiba
3399,Entre Rios,BA,BA,entre rios
3400,Irati,PR,PR,irati
3401,Guajará,AM,AM,guajara
3402,Nova Roma,GO,GO,nova roma
3403,Poços de Calda,MG,MG,pocos de calda
3404,Jaguariaíva,PR,PR,jaguariaiva
3405,Mato Rico,PR,PR,mato rico
3406,Sapopema,PR,PR,sapopema
3407,Pontal do Paraná,PR,PR,pontal do parana
3408,Morretes,PR,PR,morretes
3409,Colombo,PR,PR,colombo
3410,Diamantina,MG,MG,diamantina
3411,Guaratuba,PR,PR,guaratuba
3412,Sengés,PR,PR,senges
3413,Monte Alegre de Goiás,GO,GO,monte alegre de goias
3414,Piraquara,PR,PR,piraquara
3415,Mateiros,TO,TO,mateiros
3416,Buenópolis,MG,MG,buenopolis
3417,Poços de Caldas,MG,MG,pocos de caldas
3418,Grão Mogol,MG,MG,grao mogol
3419,Jequitaí,MG,MG,jequitai
3420,Monte Azul,MG,MG,monte azul
3421,Igaporã,BA,BA,igapora
3422,Macaúbas,BA,BA,macaubas
3423,Bocaiúva,MG,MG,bocaiuva
3424,Caravelas,BA,BA,caravelas
3425,Juçari,BA,BA,jucari
3426,Divinópolis,MG,MG,divinopolis
3427,Corumbá,MS,MS,corumba
3428,Milagres,BA,BA,milagres
3429,Nova Roma,GO,GO,nova roma
3430,Doutor Ulysses,PR,PR,doutor ulysses
3431,Doutor Ulysses,PR,PR,doutor ulysses
3432,Morretes,PR,PR,morretes
3433,Querência do Norte,PR,PR,querencia do norte
3434,Canavieiras,BA,BA,canavieiras
3435,Januária,MG,MG,januaria
3436,Piraquara,PR,PR,piraquara
3437,Cajati,SP,SP,cajati
3438,Marinque,SP,SP,marinque
3439,Morretes,PR,PR,morretes
3440,Colombo,PR,PR,colombo
3441,Itatiaia,RJ,RJ,itatiaia
3442,Nova Iguaçu,RJ,RJ,nova iguacu
3443,Guaratuba,PR,PR,guaratuba
3444,Campos do Jordão,SP,SP,campos do jordao
3445,São Fidélix,RJ,RJ,sao fidelix
3446,Iporanga,SP,SP,iporanga
3447,Tijucas do Sul,PR,PR,tijucas do sul
3448,São Paulo,SP,SP,sao paulo
3449,Salvador,BA,BA,salvador
3450,Santana do Pirapama,MG,MG,santana do pirapama
3451,Telêmaco Borba,PR,PR,telemaco borba
3452,Cruzeiro do Oeste,PR,PR,cruzeiro do oeste
3453,Rio Tibagi (estrada do Café),PR,PR,rio tibagi estrada do cafe
3454,Matinhos,PR,PR,matinhos
3455,Pinhão,PR,PR,pinhao
3456,Conteda,PR,PR,conteda
3457,Palotina,PR,PR,palotina
3458,Piraquara,PR,PR,piraquara
3459,Almirante Tamandaré,PR,PR,almirante tamandare
3460,Ponta Grossa,PR,PR,ponta grossa
3461,Curitiba,PR,PR,curitiba
3462,Curitiba,PR,PR,curitiba
3463,Rio Branco do Sul,PR,PR,rio branco do sul
3464,Piraquara,PR,PR,piraquara
3465,São José dos Pinhais,PR,PR,sao jose dos pinhais
3466,Várzea da Palma,MG,MG,varzea da palma
3467,São Gonçalo do Abaeté,MG,MG,sao goncalo do abaete
3468,Cachoeira do Pajeú,MG,MG,cachoeira do pajeu
3469,Riacho dos Machados,MG,MG,riacho dos machados
3470,Várzea da Palma,MG,MG,varzea da palma
3471,Chapada dos Guimarães,MT,MT,chapada dos guimaraes
3472,São José dos Campos,SP,SP,sao jose dos campos
3473,Mandirituba,PR,PR,mandirituba
3474,Araucaria,PR,PR,araucaria
3475,Serranópolis do Iguaçu,PR,PR,serranopolis do iguacu
3476,Serranópolis do Iguaçu,PR,PR,serranopolis do iguacu
3477,Tamarana,PR,PR,tamarana
3478,Ribeirão Claro,PR,PR,ribeirao claro
3479,Bom Jesus da Lapa,BA,BA,bom jesus da lapa
3480,Palmital,PR,PR,palmital
3481,Vila Alta,PR,PR,vila alta
3482,Cornélio Procópio,PR,PR,cornelio procopio
3483,Braganey,PR,PR,braganey
3484,Pedro Juan Caballero,,,pedro juan caballero
3485,Laranjeiras do Sul,PR,PR,laranjeiras do sul
3486,Palotina,PR,PR,palotina
3487,Guairacá,PR,PR,guairaca
3488,Douradina,PR,PR,douradina
3489,Pitanga,PR,PR,pitanga
3490,Guarapuava,PR,PR,guarapuava
3491,Ibaiti,PR,PR,ibaiti
3492,São Mateus do Sul,PR,PR,sao mateus do sul
3493,Ventania,PR,PR,ventania
3494,Mucugê,BA,BA,mucuge
3495,Guaraqueçaba,PR,PR,guaraquecaba
3496,São José dos Ausentes,RS,RS,sao jose dos ausentes
3497,Santana de Pirapama,MG,MG,santana de pirapama
3498,Ribeirão do Pinhal,PR,PR,ribeirao do pinhal
3499,Curitibanos,SC,SC,curitibanos
3500,Londrina,PR,PR,londrina
3501,Paranavaí,PR,PR,paranavai
3502,Congonhinhas,PR,PR,congonhinhas
3503,Guarapuava,PR,PR,guarapuava
3504,Nova Londrina,PR,PR,nova londrina
3505,Ortigueira,PR,PR,ortigueira
3506,Londrina,PR,PR,londrina
3507,Paulo Freitas,PR,PR,paulo freitas
3508,Cândido de Abreu,PR,PR,candido de abreu
3509,Mauá da Serra,PR,PR,maua da serra
3510,Mauá da Serra,PR,PR,maua da serra
3511,Mauá da Serra,PR,PR,maua da serra
3512,Ponte Alta do Tocantins,TO,TO,ponte alta do tocantins
3513,Quatro Barras,PR,PR,quatro barras
3514,Guarapuava,PR,PR,guarapuava
3515,Marilândia do Sul,PR,PR,marilandia do sul
3516,Castro,PR,PR,castro
3517,Santa Izabel do Ivaí,PR,PR,santa izabel do ivai
3518,Virmond,PR,PR,virmond
3519,São Paulo,SP,SP,sao paulo
3520,Igaporã,BA,BA,igapora
3521,Dois Vizinhos,PR,PR,dois vizinhos
3522,Misiones - Depto Apóstoles,,,misiones depto apostoles
3523,São José dos Pinhais,PR,PR,sao jose dos pinhais
3524,Piraquara,PR,PR,piraquara
3525,Cavalcante,GO,GO,cavalcante
3526,Guaraqueçaba,PR,PR,guaraquecaba
3527,Tijucas do Sul,PR,PR,tijucas do sul
3528,Joaquim Felício,MG,MG,joaquim felicio
3529,Paranavaí,PR,PR,paranavai
3530,"Shanting County, Shandong Province",,,shanting county shandong province
3531,Porto Murtinho,MS,MS,porto murtinho
3532,Ulm - State of Baden-Württemberg,,,ulm state of baden wurttemberg
3533,Iguape,SP,SP,iguape
3534,Curitiba,PR,PR,curitiba
3535,Ponta Grossa,PR,PR,ponta grossa
3536,Luzerna,SC,SC,luzerna
3537,Antonina,PR,PR,antonina
3538,Córdoba/ Departamento Rio Segundo,,,cordoba departamento rio segundo
3539,Bonito,MS,MS,bonito
3540,Chapada dos Guimarães,MT,MT,chapada dos guimaraes
3541,Curitiba,PR,PR,curitiba
3542,Serranópolis de MInas,MG,MG,serranopolis de minas
3543,Laguna,SC,SC,laguna
3544,Ubatuba,SP,SP,ubatuba
3545,Ubatuba,SP,SP,ubatuba
3546,San Juan: Depto. Caucete,,,san juan depto caucete
3547,Córdoba: Depto de Colón,,,cordoba depto de colon
3548,Colider,MT,MT,colider
3549,Morretes,PR,PR,morretes
3550,Morro do Chapéu,BA,BA,morro do chapeu
3551,Alfredo Wagner,SC,SC,alfredo wagner
3552,Pinheiro Machado,RS,RS,pinheiro machado
3553,Miracatu,SP,SP,miracatu
3554,Quatro Barras,PR,PR,quatro barras
3555,Cidreira,RS,RS,cidreira
3556,Nova Cantu,PR,PR,nova cantu
3557,Palotina,PR,PR,palotina
3558,Sengés,PR,PR,senges
3559,Santa Terezinha de Itaipu,PR,PR,santa terezinha de itaipu
3560,Santa Tereza do Oeste,PR,PR,santa tereza do oeste
3561,Rio da Conceição,TO,TO,rio da conceicao
3562,Andrelândia,MG,MG,andrelandia
3563,Piraquara,PR,PR,piraquara
3564,Rio Rufino,SC,SC,rio rufino
3565,Rio Claro,RJ,RJ,rio claro
3566,Canavieiras,BA,BA,canavieiras
3567,Paranaguá,PR,PR,paranagua
3568,Iporanga,SP,SP,iporanga
3569,Apucarana,PR,PR,apucarana
3570,Corumbá,MS,MS,corumba
3571,Palmeira,PR,PR,palmeira
3572,Poconé,MT,MT,pocone
3573,Itaúba,MT,MT,itauba
3574,Arapoti,PR,PR,arapoti
3575,Congonhinhas,PR,PR,congonhinhas
3576,Faxinal,PR,PR,faxinal
3577,Curiúva,PR,PR,curiuva
3578,Londrina,PR,PR,londrina
3579,Telêmaco Borba,PR,PR,telemaco borba
3580,Grão Mogol,MG,MG,grao mogol
3581,Castro,PR,PR,castro
3582,Santa Terezinha,BA,BA,santa terezinha
3583,Caravelas,BA,BA,caravelas
3584,Santa Terezinha,BA,BA,santa terezinha
3585,Aquidauana,MS,MS,aquidauana
3586,Catas Altas,MG,MG,catas altas
3587,Pirenópolis,GO,GO,pirenopolis
3588,Ladário,MS,MS,ladario
3589,Paranapanema,SP,SP,paranapanema
3590,Contendas do Sincorá,BA,BA,contendas do sincora
3591,Ubaira,BA,BA,ubaira
3592,Matuípe,BA,BA,matuipe
3593,Santo Amaro,BA,BA,santo amaro
3594,Jaguaripe,BA,BA,jaguaripe
3595,Jaguaripe,BA,BA,jaguaripe
3596,Jandaíra,BA,BA,jandaira
3597,Boninal,BA,BA,boninal
3598,Boninal,BA,BA,boninal
3599,Cruz das Almas,BA,BA,cruz das almas
3600,Santa Teresinha,BA,BA,santa teresinha
3601,Santa Teresinha,BA,BA,santa teresinha
3602,Cachoeira,BA,BA,cachoeira
3603,Cabaceiras do Paraguassu,BA,BA,cabaceiras do paraguassu
3604,Vitória do Xingu,PA,PA,vitoria do xingu
3605,Brasil Novo,PA,PA,brasil novo
3606,Vitória do Xingu,PA,PA,vitoria do xingu
3607,Anapu,PA,PA,anapu
3608,Anapu,PA,PA,anapu
3609,Altamira,PA,PA,altamira
3610,Vitória do Xingu,PA,PA,vitoria do xingu
3611,Vitória do Xingu,PA,PA,vitoria do xingu
3612,Brasil Novo,PA,PA,brasil novo
3613,Vitória do Xingu,PA,PA,vitoria do xingu
3614,Mamborê,PR,PR,mambore
3615,Vitória do Xingu,PA,PA,vitoria do xingu
3616,Vitória do Xingu,PA,PA,vitoria do xingu
3617,Anapu,PA,PA,anapu
3618,Vitória do Xingu,PA,PA,vitoria do xingu
3619,Vitória do Xingu,PA,PA,vitoria do xingu
3620,Brasil Novo,PA,PA,brasil novo
3621,Vitória do Xingu,PA,PA,vitoria do xingu
3622,Vitória do Xingu,PA,PA,vitoria do xingu
3623,Vitória do Xingu,PA,PA,vitoria do xingu
3624,Vitória do Xingu,PA,PA,vitoria do xingu
3625,Campina Grande do Sul,PR,PR,campina grande do sul
3626,Vitória do Xingu,PA,PA,vitoria do xingu
3627,Vitória do Xingu,PA,PA,vitoria do xingu
3628,Vitória do Xingu,PA,PA,vitoria do xingu
3629,Vitória do Xingu,PA,PA,vitoria do xingu
3630,Vitória do Xingu,PA,PA,vitoria do xingu
3631,Altamira,PA,PA,altamira
3632,Altamira,PA,PA,altamira
3633,Vitória do Xingu,PA,PA,vitoria do xingu
3634,Cuiabá,MT,MT,cuiaba
3635,Miranda,MS,MS,miranda
3636,Jeremoabo,BA,BA,jeremoabo
3637,Dianópolis,TO,TO,dianopolis
3638,Jaraguá,GO,GO,jaragua
3639,Jaguaripe,BA,BA,jaguaripe
3640,Brasil Novo,PA,PA,brasil novo
3641,Vitória do Xingu,PA,PA,vitoria do xingu
3642,Brasil Novo,PA,PA,brasil novo
3643,Brasil Novo,PA,PA,brasil novo
3644,Vitória do Xingu,PA,PA,vitoria do xingu
3645,Vitória do Xingu,PA,PA,vitoria do xingu
3646,Vitória do Xingu,PA,PA,vitoria do xingu
3647,Andaraí,BA,BA,andarai
3648,Jaguaripe,BA,BA,jaguaripe
3649,Cruz das Almas,BA,BA,cruz das almas
3650,Piatã,BA,BA,piata
3651,Laje,BA,BA,laje
3652,Vitória do Xingu,PA,PA,vitoria do xingu
3653,Altamira,PA,PA,altamira
3654,Vitória do Xingu,PA,PA,vitoria do xingu
3655,Vitória do Xingu,PA,PA,vitoria do xingu
3656,Vitória do Xingu,PA,PA,vitoria do xingu
3657,Vitória do Xingu,PA,PA,vitoria do xingu
3658,Anapu,PA,PA,anapu
3659,Anapu,PA,PA,anapu
3660,Campo Mourão,PR,PR,campo mourao
3661,São João,PR,PR,sao joao
3662,"IV Región, La Serena",,,iv region la serena
3663,Arraial do Cabo,RJ,RJ,arraial do cabo
3664,São Tomé das Letras,MG,MG,sao tome das letras
3665,Barcelos,AM,AM,barcelos
3666,Barcelos,AM,AM,barcelos
3667,Alto Paraíso de Goiás,GO,GO,alto paraiso de goias
3671,Brotas de Macaúbas,BA,BA,brotas de macaubas
3672,Xique-Xique,BA,BA,xique xique
3673,Planaltina,GO,GO,planaltina
3674,Buritizeiro,MG,MG,buritizeiro
3675,Grão Mogol,MG,MG,grao mogol
3676,Cândido Sales,BA,BA,candido sales
3677,Monte Azul,MG,MG,monte azul
3678,Realeza,MG,MG,realeza
3679,Juramento,MG,MG,juramento
3680,Cariacica,ES,ES,cariacica
3681,Jataí,GO,GO,jatai
3682,Paranã,TO,TO,parana
3683,Nova Venécia,ES,ES,nova venecia
3684,Bom Jesus da Lapa,BA,BA,bom jesus da lapa
3685,Serro Negro,SC,SC,serro negro
3686,Concórdia,SC,SC,concordia
3687,Santa Terezinha,SC,SC,santa terezinha
3688,Alfredo Wagner,SC,SC,alfredo wagner
3689,Santa Terezinha,SC,SC,santa terezinha
3690,Urussanga,SC,SC,urussanga
3691,Criciúma,SC,SC,criciuma
3692,Indaial,SC,SC,indaial
3693,Xavantina,SC,SC,xavantina
3694,Campo Alegre,SC,SC,campo alegre
3695,Xanxerê,SC,SC,xanxere
3696,Garuva,SC,SC,garuva
3697,Apiúna,SC,SC,apiuna
3698,Nova Trento,SC,SC,nova trento
3699,Guaratuba,PR,PR,guaratuba
3700,Adrianópolis,PR,PR,adrianopolis
3701,Castro,PR,PR,castro
3702,Sengés,PR,PR,senges
3703,Castro,PR,PR,castro
3704,Tibagi,PR,PR,tibagi
3705,Adrianópolis,PR,PR,adrianopolis
3706,Santana do Riacho,MG,MG,santana do riacho
3707,Piraquara,PR,PR,piraquara
3708,Adrianópolis,PR,PR,adrianopolis
3709,Niquelândia,GO,GO,niquelandia
3710,Medianeira,PR,PR,medianeira
3711,Morretes,PR,PR,morretes
3712,Santa Teresa,ES,ES,santa teresa
3713,Pinhais,PR,PR,pinhais
3714,Curitiba,PR,PR,curitiba
3715,Curitiba,PR,PR,curitiba
3716,Curitiba,PR,PR,curitiba
3717,Agrolândia,SC,SC,agrolandia
3718,Laguna,SC,SC,laguna
3719,São José,SC,SC,sao jose
3720,Anitápolis,SC,SC,anitapolis
3721,Piracicaba,SP,SP,piracicaba
3722,Osório,RS,RS,osorio
3723,Osório,RS,RS,osorio
3724,Caxias do Sul,RS,RS,caxias do sul
3725,Caxias do Sul,RS,RS,caxias do sul
3726,São Mateus do Sul,PR,PR,sao mateus do sul
3727,Caxias do Sul,RS,RS,caxias do sul
3728,São Francisco de Paula,RS,RS,sao francisco de paula
3729,Caxias do Sul,RS,RS,caxias do sul
3730,Bom Jesus,RS,RS,bom jesus
3731,Osório,RS,RS,osorio
3732,Ubatuba,SP,SP,ubatuba
3733,Cachoeira do Sul,RS,RS,cachoeira do sul
3734,Candelária,RS,RS,candelaria
3735,Osório,RS,RS,osorio
3736,São José dos Ausentes,RS,RS,sao jose dos ausentes
3737,São Francisco de Paula,RS,RS,sao francisco de paula
3738,São Francisco de Paula,RS,RS,sao francisco de paula
3739,Osório,RS,RS,osorio
3740,Peruíbe,SP,SP,peruibe
3741,Osório,RS,RS,osorio
3742,Bento Gonçalves,RS,RS,bento goncalves
3743,Itati,RS,RS,itati
3744,Pinheiro Machado,RS,RS,pinheiro machado
3745,Urubici,SC,SC,urubici
3746,Juquiri,RS,RS,juquiri
3747,Canguçu,RS,RS,cangucu
3748,Osório,RS,RS,osorio
3749,Osório,RS,RS,osorio
3750,Veranópolis,RS,RS,veranopolis
3751,Dois Irmãos,RS,RS,dois irmaos
3752,Abaíra,BA,BA,abaira
3753,Pinhal da Serra,RS,RS,pinhal da serra
3754,Caxias do Sul,RS,RS,caxias do sul
3755,Farroupilha,RS,RS,farroupilha
3756,Caxias do Sul,RS,RS,caxias do sul
3757,Jaquirana,RS,RS,jaquirana
3758,São Francisco de Paula,RS,RS,sao francisco de paula
3759,Osório,RS,RS,osorio
3760,Osório,RS,RS,osorio
3761,Pinhal da Serra,RS,RS,pinhal da serra
3762,Muitos Capões,RS,RS,muitos capoes
3763,Osório,RS,RS,osorio
3764,Osório,RS,RS,osorio
3765,Osório,RS,RS,osorio
3766,Osório,RS,RS,osorio
3767,São Domingos,SC,SC,sao domingos
3768,Ascurra,SC,SC,ascurra
3769,Armazém,SC,SC,armazem
3770,Caxias do Sul,RS,RS,caxias do sul
3771,Osório,RS,RS,osorio
3772,São Francisco de Paula,RS,RS,sao francisco de paula
3773,Piratini,RS,RS,piratini
3774,Antônio Olinto,PR,PR,antonio olinto
3775,Osório,RS,RS,osorio
3776,São Francisco de Paula,RS,RS,sao francisco de paula
3777,Lavras,MG,MG,lavras
3778,São Francisco de Paula,RS,RS,sao francisco de paula
3779,Candiota,RS,RS,candiota
3780,Caxias do Sul,RS,RS,caxias do sul
3781,Caxias do Sul,RS,RS,caxias do sul
3782,Caxias do Sul,RS,RS,caxias do sul
3783,Passo Fundo,RS,RS,passo fundo
3784,Angelina,SC,SC,angelina
3785,Coronel Freitas,SC,SC,coronel freitas
3786,Timbé do Sul,SC,SC,timbe do sul
3787,Lauro Müller,SC,SC,lauro muller
3788,Jaraguá do Sul,SC,SC,jaragua do sul
3789,Apiúna,SC,SC,apiuna
3790,Pouso Redondo,SC,SC,pouso redondo
3791,Itaberaba,SC,SC,itaberaba
3792,Água Doce,SC,SC,agua doce
3793,Capinzal,SC,SC,capinzal
3794,Indaial,SC,SC,indaial
3795,Doutor Pedrinho,SC,SC,doutor pedrinho
3796,Morretes,PR,PR,morretes
3797,Guaratuba,PR,PR,guaratuba
3798,Matinhos,PR,PR,matinhos
3799,Balneário Piçarras,SC,SC,balneario picarras
3800,Mucugê,BA,BA,mucuge
3801,Mucugê,BA,BA,mucuge
3802,Rio de Contas,BA,BA,rio de contas
3803,Rio de Contas,BA,BA,rio de contas
3804,Porto Murtinho,MS,MS,porto murtinho
3805,Bela Vista,MS,MS,bela vista
3806,Campo Mourão,PR,PR,campo mourao
3809,Ivaiporã,PR,PR,ivaipora
3808,Peabiru,PR,PR,peabiru
3810,Rio de Contas,BA,BA,rio de contas
3811,Rio de Contas,BA,BA,rio de contas
3812,Céu Azul,PR,PR,ceu azul
3813,Salvador,BA,BA,salvador
3814,Rio de Contas,BA,BA,rio de contas
3815,Palmeiras,BA,BA,palmeiras
3816,Morro do Chapéu,BA,BA,morro do chapeu
3817,Nova Tebas,PR,PR,nova tebas
3818,Nova Tebas,PR,PR,nova tebas
3819,Campo Mourão,PR,PR,campo mourao
3820,Céu Azul,PR,PR,ceu azul
3821,Foz do Iguaçu,PR,PR,foz do iguacu
3822,Blumenau,SC,SC,blumenau
3823,Lapa,PR,PR,lapa
3824,Balsa Nova,PR,PR,balsa nova
3825,Tibagi,PR,PR,tibagi
3826,Foz do Iguaçu,PR,PR,foz do iguacu
3827,Morretes,PR,PR,morretes
3828,Palmeira,PR,PR,palmeira
3829,São Francisco do Sul,SC,SC,sao francisco do sul
3830,Antonina,PR,PR,antonina
3831,Morretes,PR,PR,morretes
3832,Campina Grande do Sul,PR,PR,campina grande do sul
3833,Morretes,PR,PR,morretes
3834,Curitiba,PR,PR,curitiba
3835,Curitiba,PR,PR,curitiba
3836,Fazenda Rio Grande,PR,PR,fazenda rio grande
3837,Morretes,PR,PR,morretes
3838,Curitiba,PR,PR,curitiba
3839,Colombo,PR,PR,colombo
3840,Curitiba,PR,PR,curitiba
3841,São Jerônimo da Serra,PR,PR,sao jeronimo da serra
3842,Tijucas do Sul,PR,PR,tijucas do sul
3843,São José dos Pinhais,PR,PR,sao jose dos pinhais
3844,Lapa,PR,PR,lapa
3845,Curitiba,PR,PR,curitiba
3846,Penha,SC,SC,penha
3847,Curitiba,PR,PR,curitiba
3848,Tijucas do Sul,PR,PR,tijucas do sul
3849,Paranaguá,PR,PR,paranagua
3850,Mariporã,SP,SP,maripora
3851,Piraquara,PR,PR,piraquara
3852,São Jerônimo da Serra,PR,PR,sao jeronimo da serra
3853,Bocaiúva do Sul,PR,PR,bocaiuva do sul
3854,Porto Belo,SC,SC,porto belo
3855,Paranaguá,PR,PR,paranagua
3856,Tijucas do Sul,PR,PR,tijucas do sul
3857,Lapa,PR,PR,lapa
3858,Curitiba,PR,PR,curitiba
3859,Iporanga,SP,SP,iporanga
3860,Quatro Barras,PR,PR,quatro barras
3861,Araucária,PR,PR,araucaria
3862,Piraquara,PR,PR,piraquara
3863,Tijucas do Sul,PR,PR,tijucas do sul
3864,São José dos Pinhais,PR,PR,sao jose dos pinhais
3865,Matinhos,PR,PR,matinhos
3866,Tijucas do Sul,PR,PR,tijucas do sul
3867,Curitiba,PR,PR,curitiba
3868,Curitiba,PR,PR,curitiba
3869,Morretes,PR,PR,morretes
3870,Campina Grande do Sul,PR,PR,campina grande do sul
3871,Curitiba,PR,PR,curitiba
3872,Morretes,PR,PR,morretes
3873,Curitiba,PR,PR,curitiba
3874,Curitiba,PR,PR,curitiba
3875,Curitiba,PR,PR,curitiba
3876,Campina Grande do Sul,PR,PR,campina grande do sul
3877,Paranaguá,PR,PR,paranagua
3878,Curitiba,PR,PR,curitiba
3879,Curitiba,PR,PR,curitiba
3880,Araucária,PR,PR,araucaria
3881,Curitiba,PR,PR,curitiba
3882,Curitiba,PR,PR,curitiba
3883,Curitiba,PR,PR,curitiba
3884,São José dos Pinhais,PR,PR,sao jose dos pinhais
3885,Curitiba,PR,PR,curitiba
3886,Curitiba,PR,PR,curitiba
3887,Paranaguá,PR,PR,paranagua
3888,Curitiba,PR,PR,curitiba
3889,São Lourenço da Serra,SP,SP,sao lourenco da serra
3890,São Lourenço da Serra,SP,SP,sao lourenco da serra
3891,Mirim Doce,SC,SC,mirim doce
3892,Curitiba,PR,PR,curitiba
3893,Paranaguá,PR,PR,paranagua
3894,Lapa,PR,PR,lapa
3895,Curitiba,PR,PR,curitiba
3896,Itapoá,SC,SC,itapoa
3897,Quatro Barras,PR,PR,quatro barras
3898,Morretes,PR,PR,morretes
3899,Araucária,PR,PR,araucaria
3900,Cianorte,PR,PR,cianorte
3901,Morretes,PR,PR,morretes
3902,Blumenau,SC,SC,blumenau
3903,Ponta Grossa,PR,PR,ponta grossa
3904,Curitiba,PR,PR,curitiba
3905,Piraquara,PR,PR,piraquara
3906,Curitiba,PR,PR,curitiba
3907,Curitiba,PR,PR,curitiba
3908,Paranaguá,PR,PR,paranagua
3909,Curitiba,PR,PR,curitiba
3910,Curitiba,PR,PR,curitiba
3911,Morretes,PR,PR,morretes
3912,Rio Branco do Sul,PR,PR,rio branco do sul
3913,Curitiba,PR,PR,curitiba
3914,Quatro Barras,PR,PR,quatro barras
3915,Terra Boa,PR,PR,terra boa
3916,Fazenda Rio Grande,PR,PR,fazenda rio grande
3917,Campo Largo,PR,PR,campo largo
3918,Campo Largo,PR,PR,campo largo
3919,Araucária,PR,PR,araucaria
3920,Curitiba,PR,PR,curitiba
3921,Bonito,MS,MS,bonito
3922,Porto Murtinho,MS,MS,porto murtinho
3923,Urubici,SC,SC,urubici
3924,Alfredo Chaves,ES,ES,alfredo chaves
3925,Bonito,MS,MS,bonito
3926,Bonito,MS,MS,bonito
3927,Adrianópolis,PR,PR,adrianopolis
3928,Rio de Janeiro,RJ,RJ,rio de janeiro
3929,Curitiba,PR,PR,curitiba
3930,Matinhos,PR,PR,matinhos
3931,Guaraqueçaba,PR,PR,guaraquecaba
3932,Distrito de Belén,,,distrito de belen
3933,Itagibá,BA,BA,itagiba
3934,Guarapuava,PR,PR,guarapuava
3935,Urubici,SC,SC,urubici
3936,Urubici,SC,SC,urubici
3937,Pitanga,PR,PR,pitanga
3938,Bonito,MS,MS,bonito
3939,Bodoquena,MS,MS,bodoquena
3940,Morretes,PR,PR,morretes
3941,Guaratuba,PR,PR,guaratuba
3942,Amambai,MS,MS,amambai
3943,Dourados,MS,MS,dourados
3944,Palmeira,PR,PR,palmeira
3945,Bom Jesus,RS,RS,bom jesus
3946,Ribeirão do Pinhal,PR,PR,ribeirao do pinhal
3947,Caiapônia,GO,GO,caiaponia
3948,Sengés,PR,PR,senges
3949,Curitiba,PR,PR,curitiba
3950,Adrianópolis,PR,PR,adrianopolis
3951,Campo Mourão,PR,PR,campo mourao
3952,Antonina,PR,PR,antonina
3953,Ponta Grossa,PR,PR,ponta grossa
3954,Palmeira,PR,PR,palmeira
3955,Campina Grande do Sul,PR,PR,campina grande do sul
3956,Reserva do Iguaçu,PR,PR,reserva do iguacu
3957,Adrianópolis,PR,PR,adrianopolis
3958,Campina Grande do Sul,PR,PR,campina grande do sul
3959,Pinhão,PR,PR,pinhao
3960,Campina Grande do Sul,PR,PR,campina grande do sul
3961,Guaratuba,PR,PR,guaratuba
3962,Chapada dos Guimarães,MT,MT,chapada dos guimaraes
3963,Ribeirão do Pinhal,PR,PR,ribeirao do pinhal
3964,Peabiru,PR,PR,peabiru
3965,Barra do Turvo,SP,SP,barra do turvo
3966,Jaguariaíva,PR,PR,jaguariaiva
3967,Bela Vista,MS,MS,bela vista
3968,Alfredo Wagner,SC,SC,alfredo wagner
3969,São Desidério,BA,BA,sao desiderio
3970,Doutor Ulysses,PR,PR,doutor ulysses
3971,Guaratuba,PR,PR,guaratuba
3972,Inácio Martins,PR,PR,inacio martins
3973,Viana,ES,ES,viana
3974,Doutor Ulysses,PR,PR,doutor ulysses
3975,Candói,PR,PR,candoi
3976,Doutor Ulysses,PR,PR,doutor ulysses
3977,Bom Jardim da Serra,SC,SC,bom jardim da serra
3978,Apiaí,SP,SP,apiai
3979,Venda Nova do Imigrante,ES,ES,venda nova do imigrante
3980,Guarapuava,PR,PR,guarapuava
3981,Curitiba,PR,PR,curitiba
3982,União da Vitória,PR,PR,uniao da vitoria
3983,Joaquim Felício,MG,MG,joaquim felicio
3984,Morretes,PR,PR,morretes
3985,Clevelândia,PR,PR,clevelandia
3986,Campo Mourão,PR,PR,campo mourao
3987,Guaraqueçaba,PR,PR,guaraquecaba
3988,Porto Murtinho,MS,MS,porto murtinho
3989,Miranda,MS,MS,miranda
3990,Morretes,PR,PR,morretes
3991,Jaguariaíva,PR,PR,jaguariaiva
3992,Itararé,SP,SP,itarare
3993,Fazenda Rio Grande,PR,PR,fazenda rio grande
3994,Morretes,PR,PR,morretes
3995,Lapa,PR,PR,lapa
3996,Jundiaí do Sul,PR,PR,jundiai do sul
3997,Serranópolis do Iguaçu,PR,PR,serranopolis do iguacu
3998,Foz do Iguaçu,PR,PR,foz do iguacu
3999,Doutor Ulysses,PR,PR,doutor ulysses
4000,Campo Mourão,PR,PR,campo mourao
4001,Curitiba,PR,PR,curitiba
4002,Peabiru,PR,PR,peabiru
4003,Campo Mourão,PR,PR,campo mourao
4004,Céu Azul,PR,PR,ceu azul
4005,Alfredo Wagner,SC,SC,alfredo wagner
4006,São Francisco de Paula,RS,RS,sao francisco de paula
