id,cidade_fb,uf_resolvida
5393,Cocos,BA
5394,Brasília,DF
5395,Nova Venécia,ES
5396,Quatro Barras,PR
5397,Garuva,SC
5398,Guaraqueçaba,PR
5399,Ponta Grossa,PR
5400,Itapoá,SC
5401,Santa Mariana,PR
5402,Alfredo Chaves,ES
5403,Cachoeiro de Itapemirim,ES
5404,Posse,GO
5405,Guarani de Goiás,GO
5406,Nova Roma,GO
5407,Mateiros,TO
5408,Monte Alegre de Goiás,GO
5409,Matinhos,PR
5410,Itapecerica da Serra,SP
5411,Bom Jesus,RS
5412,Piraquara,PR
5413,Tunas do Paraná,PR
5414,Luiz Alves,SC
5415,América Dourada,BA
5416,América Dourada,BA
5417,América Dourada,BA
5418,Paraty,RJ
5419,São Domingos,GO
5420,Pirenópolis,GO
5422,Guarani de Goiás,GO
5423,Cocos,BA
5424,Alto Paraíso de Goiás,GO
5425,Alexânia,GO
5426,Planaltina,GO
5427,Ponte Alta do Tocantins,TO
5428,Alto Paraíso de Goiás,GO
5429,Campos Belos,GO
5430,Brasília,DF
5431,Brasília,DF
5432,Padre Bernardo,GO
5433,Brasília,DF
5434,Rio Paranaíba,MG
5435,Formosa,GO
5436,Formosa,GO
5437,Abadiânia,GO
5438,Padre Bernardo,GO
5439,Morro do Chapéu,BA
5440,América Dourada,BA
5441,América Dourada,BA
5442,Morro do Chapéu,BA
5443,Morro do Chapéu,BA
5444,Mateiros,TO
5445,Cambará do Sul,RS
5446,Itaara,RS
5447,Garuva,SC
5449,São José dos Ausentes,RS
5450,São Joaquim,SC
5451,Tapes,RS
5452,Santo Antônio da Patrulha,RS
5453,São José dos Ausentes,RS
5454,Bom Jesus,RS
5455,Cambará do Sul,RS
5456,Andaraí,BA
5457,São Marcos,RS
5458,São Vicente,SP
5459,Campos Belos,GO
5460,Nova Roma,GO
5461,Cocalzinho de Goiás,GO
5462,Posse,GO
5463,Monte Alegre de Goiás,GO
5464,Brazlândia,DF
5465,Brasília,DF
5466,Viamão,RS
5467,Porto Alegre,RS
5468,Cristal,RS
5469,Ortigueira,PR
5470,Brazlândia,DF
5471,Cristalina,GO
5472,Mateiros,TO
5473,São Félix do Tocantins,TO
5474,Niquelândia,GO
5475,São Miguel do Araguaia,GO
5476,Santo Antônio do Descoberto,GO
5477,Paraúna,GO
5478,Nova Roma,GO
5479,Nova Roma,GO
5480,Nova Roma,GO
5481,Niquelândia,GO
5482,Brasília,DF
5483,Brasília,DF
5484,Brasília,DF
5485,Corumbá de Goiás,GO
5486,Doverlândia,GO
5487,Brasília,DF
5488,Alvorada do Norte,GO
5489,Guarani de Goiás,GO
5490,Cocos,BA
5491,Nova Venécia,ES
5492,Cocalzinho de Goiás,GO
5493,Alexânia,GO
5494,Bento Gonçalves,RS
5495,Itatim,BA
5496,Osório,RS
5497,Santo Ângelo,RS
5498,Palmeiras,BA
5499,Morro do Chapéu,BA
5500,Morro do Chapéu,BA
5501,Torres,RS
5502,Andaraí,BA
5503,Itatim,BA
5504,Itacaré,BA
5505,Mucugê,BA
5506,Osório,RS
5507,Osório,RS
5508,Garibaldi,RS
5509,São Francisco de Paula,RS
5510,Santa Tereza,RS
5511,Iaçu,BA
5512,Campo Mourão,PR
5513,Céu Azul,PR
5514,Campo Mourão,PR
5515,Umuarama,PR
5516,Prudentópolis,PR
5517,Guaraniaçu,PR
5518,Guaraniaçu,PR
5519,Campo Mourão,PR
5520,Campo Mourão,PR
5521,Campo Mourão,PR
5522,Inácio Martins,PR
5523,Inácio Martins,PR
5524,Inácio Martins,PR
5525,Nova Friburgo,RJ
5526,Piraí do Sul,PR
5527,Cabo Frio,RJ
5528,Quatro Barras,PR
5529,Morretes,PR
5530,Alto Paraíso de Goiás,GO
5531,Salinópolis,PA
5532,Morretes,PR
5533,Quatro Barras,PR
5534,Torres,RS
5535,Campos do Jordão,SP
5536,Petrópolis,RJ
5537,Campina Grande do Sul,PR
5538,Guarapuava,PR
5539,Morretes,PR
5540,Adrianópolis,PR
5541,Pontal do Paraná,PR
5542,Colombo,PR
5543,Campo Largo,PR
5544,Itaperuçu,PR
5545,Campos do Jordão,SP
5546,Ipiranga,PR
5547,Morretes,PR
5548,Curitiba,PR
5549,São Joaquim,SC
5550,Candói,PR
5551,Iretama,PR
5552,Corumbá,MS
5553,Campo Largo,PR
5554,Morretes,PR
5555,Adrianópolis,PR
5556,São Francisco de Paula,RS
5557,Torres,RS
5558,Osório,RS
5559,São Francisco de Paula,RS
5560,Vacaria,RS
5561,São Francisco de Paula,RS
5562,Piraquara,PR
5563,Carambeí,PR
5564,Campo Mourão,PR
5565,Campo Largo,PR
5566,Guapiara,SP
5567,Ribeirão Branco,SP
5568,Piraí do Sul,PR
5569,Adrianópolis,PR
5570,Ponta Grossa,PR
5571,Tomazina,PR
5572,Curitiba,PR
5573,Porto Amazonas,PR
5574,Três Coroas,RS
5575,Caxias do Sul,RS
5576,Bom Jesus,RS
5577,Torres,RS
5578,Vacaria,RS
5579,Quilombo,SC
5580,Novo Cabrais,RS
5581,Osório,RS
5582,São José do Norte,RS
5583,Itati,RS
5584,Carlos Barbosa,RS
5585,São Pedro do Sul,RS
5586,Cambará do Sul,RS
5587,Garibaldi,RS
5588,Caxias do Sul,RS
5589,Ijuí,RS
5590,Morrinhos do Sul,RS
5591,Esmeralda,RS
5592,Cidreira,RS
5593,Osório,RS
5594,Caxias do Sul,RS
5595,Alagoa,MG
5596,Palmeira,PR
5597,Ilhabela,SP
5598,Ilhabela,SP
5599,Caxias do Sul,RS
5600,Guarapuava,PR
5601,São Francisco de Paula,RS
5602,Nova Petrópolis,RS
5603,Farroupilha,RS
5604,Nonoai,RS
5605,Osório,RS
5606,Sant'Ana do Livramento,RS
5607,Torres,RS
5608,Bom Jesus,RS
5609,Palmas,PR
5610,Sant'Ana do Livramento,RS
5611,Alcobaça,BA
5612,Sant'Ana do Livramento,RS
5613,Ponta Grossa,PR
5614,Vereda,BA
5615,São Joaquim,SC
5616,Ponta Grossa,PR
5617,Petrópolis,RJ
5618,Guaraqueçaba,PR
5619,Prudentópolis,PR
5620,Morretes,PR
5621,Lapa,PR
5622,Curitiba,PR
5623,Telêmaco Borba,PR
5624,Paranaguá,PR
5625,Castro,PR
5626,Maria Helena,PR
5627,Turvo,PR
5628,Campina do Simão,PR
5629,Marapanim,PA
5630,Carolina,PA
5631,Angico,TO
5632,Cambará do Sul,RS
5633,Belterra,PA
5634,Petrópolis,RJ
5635,Carolina,MA
5636,Morretes,PR
5637,Paranaguá,PR
5638,Paranaguá,PR
5639,Morretes,PR
5640,Guaraqueçaba,PR
5642,Farol,PR
5643,Farol,PR
5644,Farol,PR
5645,Santa Helena,PR
5646,Ronda Alta,RS
5647,Santa Helena,PR
5648,São Manuel,SP
5649,Santa Helena,PR
5650,Jundiaí,SP
5651,Santa Helena,PR
5652,Botucatu,SP
5653,Foz do Iguaçu,PR
5654,Botucatu,SP
5655,Santa Helena,PR
5656,Bofete,SP
5657,Bananal,SP
5658,Santa Helena,PR
5659,Santa Helena,PR
5660,Santa Helena,PR
5661,Santa Helena,PR
5662,Sâo Manuel,SP
5663,Botucatu,SP
5664,Botucatu,SP
5665,Botucatu,SP
5666,Botucatu,SP
5667,Botucatu,SP
5668,Santa Helena,PR
5669,Ronda Alta,RS
5670,Santa Helena,PR
5671,Santa Helena,PR
5672,Santa Helena,PR
5673,Paranaguá,PR
5674,Toledo,PR
5675,Campo Mourão,PR
5676,Chapadão do Sul,MS
5677,Curitiba,PR
5678,São José dos Pinhais,PR
5679,Jaguariaíva,PR
5680,Jaguariaíva,PR
5681,Curitiba,PR
5682,Mangueirinha,PR
5683,Ponta Porã,MS
5684,Coronel Domingos Soares,PR
5685,Peabiru,PR
5686,Chapadão do Sul,MS
5687,Cassilândia,MS
5688,Piraquara,PR
5689,Jaguariaíva,PR
5690,São José da Boa Vista,PR
5691,Porto Amazonas,PR
5692,Porto Amazonas,PR
5693,São José dos Pinhais,PR
5694,Almirante Tamandaré,PR
5695,Curitiba,PR
5696,Itapoá,SC
5697,Guaratuba,PR
5698,Jaguariaíva,PR
5699,Cassilândia,MS
5700,Chapadão do Sul,MS
5701,Piraí do Sul,PR
5702,Coronel Domingos Soares,PR
5703,Piraquara,PR
5704,Palmeira,PR
5705,Jaguariaíva,PR
5706,São José da Boa Vista,PR
5707,Castro,PR
5708,Palmeira,PR
5709,Teixeira Soares,PR
5710,Porto Amazonas,PR
5711,Lapa,PR
5712,Colômbia,SP
5713,Campo Largo,PR
5714,Araquari,SC
5715,Teresópolis,RJ
5716,Marliéria,MG
5717,Toledo,PR
5718,Cascavel,PR
5719,Marliéria,MG
5720,Marliéria,MG
5721,Marliéria,MG
5722,Matelândia,PR
5723,Nova Tebas,PR
5724,Nova Tebas,PR
5725,Fazenda Rio Grande,PR
5726,Fazenda Rio Grande,PR
5727,São José dos Pinhais,PR
5728,Morretes,PR
5729,Lima Duarte,MG
5730,Contenda,PR
5731,Irati,PR
5732,Toledo,PR
5733,São Miguel do Iguaçu,PR
5734,?,PR
5735,Cascavel,PR
5736,Ponta Porã,MS
5737,Itaperuçu,PR
5738,Campo Largo,PR
5739,São José dos Pinhais,PR
5740,Fazenda Rio Grande,PR
5741,Guapiara,SP
5742,Jacarezinho,PR
5743,Jacarezinho,PR
5744,Jacarezinho,PR
5745,Pindorama do Tocantins,TO
5746,Miracema do Tocantins,TO
5747,Porto Nacional,TO
5748,Palmas,TO
5749,Miracema do Tocantins,TO
5750,Palmas,TO
5751,Palmas,TO
5752,Itapiratins,TO
5753,Palmas,TO
5754,Palmas,TO
5755,Palmas,TO
5756,Porto Nacional,TO
5757,Paraíso do Tocantins,TO
5758,Palmas,TO
5759,Porto Nacional,TO
5760,Porto Nacional,TO
5761,Porto Nacional,TO
5762,Porto Nacional,TO
5763,Porto Nacional,TO
5764,Porto Nacional,TO
5765,Porto Nacional,TO
5766,Palmas,TO
5767,Paraíso do Tocantins,TO
5768,Palmas,TO
5769,Porto Nacional,TO
5770,Peixe,TO
5771,Porto Nacional,TO
5772,Itapiratins,TO
5773,Porto Nacional,TO
5774,Lagoa da Confusão,TO
5775,Palmas,TO
5776,Ipueiras,TO
5777,Palmas,TO
5778,Palmas,TO
5779,Paraíso do Tocantins,TO
5780,Brejinho de Nazaré,TO
5781,Porto Nacional,TO
5782,Palmas,TO
5783,Paraíso do Tocantins,TO
5784,Tupiratins,TO
5785,Miracema do Tocantins,TO
5786,Porto Nacional,TO
5787,Guairaçá,PR
5789,Curitiba,PR
5790,São Paulo,SP
5791,Serra do Navio,AP
5792,Itaituba,PA
5793,Pedra Branca do Amapari,AP
5794,Antonina,PR
5795,Palmeira,PR
5796,Castelo,ES
5797,Rio de Janeiro,RJ
5798,Castro,PR
5799,Curitiba,PR
5800,Santa Isabel do Rio Negro,AM
5801,Castelo,ES
5802,Cerro Azul,PR
5803,Londrina,PR
5804,Castelo,ES
5805,Darcinópolis,TO
5806,Carolina,MA
5807,Darcinópolis,TO
5808,São Pedro do Paraná,PR
5809,Apiaí,SP
5810,Ouro Preto,MG
5811,Itaituba,PA
5812,Babaculândia,TO
5813,Ouro Preto,MG
5814,Cingapura,BT
5815,Piraquara,PR
5816,Itaituba,PA
5817,Belterra,PA
5818,Santa Maria do Oeste,PR
5819,Mucugê,BA
5820,Antonina,PR
5821,Antonina,PR
5822,Antonina,PR
5823,Itaituba,PA
5824,Pedra Branca do Amapari,AP
5825,Piraquara,PR
5826,Guaratuba,PR
5827,Matinhos,PR
5828,Guaraqueçaba,PR
5829,Telêmaco Borba,PR
5830,São Bento do Sul,SC
5831,São Bento do Sul,SC
5832,Ilhota,SC
5833,Cachoeira Paulista,SP
5834,Muitos Capões,RS
5835,Garopaba,SC
5836,Nova Petrópolis,RS
5837,Muitos Capões,RS
5838,Itapoá,SC
5839,Nova Petrópolis,RS
5840,São Gabriel,RS
5841,São José do Brarreiro,SP
5842,Boa Nova,BA
5843,Rio de Contas,BA
5844,Lagoa Real,BA
5845,Guaratuba,PR
5846,Caxias do Sul,RS
5847,Sant'Ana do Livramento,RS
5848,Quaraí,RS
5849,São Francisco de Paula,RS
5850,São Francisco de Paula,RS
5851,São Francisco de Paula,RS
5852,Nova Roma do Sul,RS
5853,Santa Tereza,RS
5854,Manoel Viana,RS
5855,Quaraí,RS
5856,Quaraí,RS
5857,São Francisco de Assis,RS
5858,São Francisco de Assis,RS
5859,São Pedro do Sul,RS
5860,São Francisco de Paula,RS
5861,Alegrete,RS
5862,Iraí,RS
5863,Farroupilha,RS
5864,São Francisco de Assis,RS
5865,Caxias do Sul,RS
5866,São Francisco de Assis,RS
5867,Torres,RS
5868,São Francisco de Assis,RS
5869,São Francisco de Assis,RS
5872,Rio Preto,MG
5873,Santiago,RS
5874,Unistalda,RS
5875,Bossoroca,RS
5876,Derrubadas,RS
5877,Vacaria,RS
5878,Caxias do Sul,RS
5879,Santa Rosa de Lima,SC
5880,Cruzeiro,SP
5882,Urubici,SC
5883,Osório,RS
5884,Urubici,SC
5885,São Bonifácio,SC
5886,Urubici,SC
5887,São Francisco de Paula,RS
5888,São Francisco de Paula,RS
5889,Monte Belo do Sul,RS
5890,Antônio Prado,RS
5891,Dom Pedro de Alcântra,RS
5893,Bom Jesus,RS
5894,Campina Grande do Sul,PR
5895,Palmeira,PR
5896,Águas de São Pedro,SP
5897,Morretes,PR
5898,Itapoá,SC
5899,Londrina,PR
5900,Penha,SC
5901,Lavras,MG
5902,Paranaguá,PR
5903,Jaguariaíva,PR
5904,Guaratuba,PR
5905,Curitiba,PR
5906,Guaratuba,PR
5907,Castro,PR
5908,Matinhos,PR
5909,Itapera d'Oeste,PR
5910,Águas de Lindóia,SP
5911,Balsa Nova,PR
5912,Tijucas do Sul,PR
5913,Navegantes,SC
5914,Matinhos,PR
5915,Porto União,SC
5916,Sengés,PR
5917,Guaraqueçaba,PR
5918,Jaguariaíva,PR
5919,Massaranduba,SC
5920,Paranaguá,PR
5921,São João do Triunfo,PR
5922,Garopaba,SC
5923,Nova Cantu,PR
5924,São Bento do Sul,SC
5925,Colombo,PR
5926,Nova Cantu,PR
5927,Rio Branco do Sul,PR
5928,Tibagi,PR
5929,Piraquara,PR
5930,Campo Mourão,PR
5931,Terra Rica,PR
5932,Terra Rica,PR
5933,Piraquara,PR
5934,Nova Cantu,PR
5935,Curitiba,PR
5936,Antonina,PR
5937,São Bento do Sul,SC
5938,São Bento do Sul,SC
5939,São Bento do Sul,SC
5940,São Bento do Sul,SC
5941,São Bento do Sul,SC
5942,São Bento do Sul,SC
5943,Morretes,PR
5944,Balsa Nova,PR
5945,Guaratuba,PR
5946,Piraquara,PR
5947,Araucária,PR
5948,Colombo,PR
5949,Coronel Domingos Soares,PR
5950,Porto Amazonas,PR
5951,Campo Mourão,PR
5952,Touros,RN
5953,São Bento do Sul,SC
5954,São Bento do Sul,SC
5955,São Bento do Sul,SC
5956,São Bento do Sul,SC
5957,Mafra,SC
5958,Paranaguá,PR
5959,São Bento do Sul,SC
5960,São Bento do Sul,SC
5961,Tijucas do Sul,PR
5962,Quinta do Sol,PR
5963,Tomazina,PR
5964,Macaúbas,BA
5965,Gouveia,MG
5966,Bonito,MS
5967,Garuva,SC
5968,Porto Seguro,BA
5969,Posse,GO
5970,Piraquara,PR
5971,Cerro Azul,PR
5972,Curitiba,PR
5973,Piraquara,PR
5974,Palhoça,SC
5975,Curitiba,PR
5976,Guarapuava,PR
5977,Morretes,PR
5978,Araucária,PR
5979,Diamante do Norte,PR
5980,Paranaguá,PR
5981,Miguel Pereira,RJ
5982,Lapa,PR
5983,Matinhos,PR
5984,Turvo,PR
5985,Nazaré,BA
5986,Urandi,BA
5987,Coronel Domingos Soares,PR
5988,Turvo,PR
5989,Prudentópolis,PR
5990,Campo Largo,PR
5991,Antonina,PR
5992,Ponta Porã,MS
5993,Porto Murtinho,MS
5994,Piraquara,PR
5995,Curitiba,PR
5996,Iguatemi,MS
5997,Adrianópolis,PR
5998,Guaraqueçaba,PR
5999,São João d'Aliança,GO
6000,Boquira,BA
6001,Rio de Contas,BA
6002,São Mateus,ES
6003,Datas,MG
6004,Venda Nova do Imigrante,ES
6005,Cristalina,GO
6006,Nossa Senhora das Graças,PR
6007,Arraias,TO
6008,Antonina,PR
6009,Vila Bela da Santíssima Trindade,MT
6010,Senador Mourão,MG
6011,São João d'Aliança,GO
6012,Bodoquena,MS
6013,Campo Largo,PR
6014,Morretes,PR
6015,Rio Branco do Sul,PR
6016,São José dos Pinhais,PR
6017,Piraju,SP
6018,Rio Branco do Sul,PR
6019,Tijucas do Sul,PR
6020,Palmeira,PR
6021,Palmeira,PR
6022,Ponta Grossa,PR
6023,Barra do Piraí,RJ
6024,Cunha,SP
6025,Passa-Vinte,MG
6026,Barão de Monte Alto,MG
6027,Grão Mogol,MG
6028,Paranaguá,PR
6029,Pirenópolis,GO
6030,Capitão Enéas,MG
6031,Felisberto Caldeira,MG
6032,Antonina,PR
6033,Couto de Magalhães de Minas,MG
6034,Serro,MG
6035,Curitiba,PR
6036,Pratânia,SP
6037,Cavalcante,GO
6038,Jaboticatubas,MG
6039,São Luiz do Paraitinga,SP
6040,Matinhos,PR
6041,Antonina,PR
6042,Paranaguá,PR
6043,Castro,PR
6044,Bombinhas,PR
6045,Foz do Iguaçu,PR
6046,São José dos Pinhais,PR
6047,Cascavel,PR
6048,Campo Largo,PR
6049,Paranavaí,PR
6050,Ibirama,SC
6051,Água Fria de Goiás,GO
6052,Terra Rica,PR
6053,Curitiba,PR
6054,Palmeira,PR
6055,Porto Murtinho,MS
6056,Telêmaco Borba,PR
6057,Cerro Azul,PR
6058,Iaçu,BA
6059,Campo Mourão,PR
6060,Teodoro Sampaio,SP
6061,Pinhais,PR
6062,Rio de Contas,BA
6063,Posse,GO
6064,Teresina de Goiás,GO
6065,Cuiabá,MT
6066,Mallhada,BA
6067,Teodoro Sampaio,SP
6068,Paranaguá,PR
6069,Juiz de Fora,MG
6070,Paranaguá,PR
6071,Milagres,BA
6072,Campina Grande do Sul,PR
6073,Botucatu,SP
6074,Verê,PR
6075,Porto Murtinho,MS
6076,Amambai,MS
6077,Pirapora,MG
6078,São Mateus do Sul,PR
6079,São Mateus do Sul,PR
6080,Dourados,MS
6081,Morretes,PR
6082,Maringá,PR
6083,Bonito,MS
6084,Corinto,MG
6085,Valença,RJ
6086,Cachoeira,BA
6087,Rialma,GO
6088,Miranda,MS
6089,Laguna,SC
6090,Toledo,PR
6091,Campo Magro,PR
6092,Itapoá,SC
6093,Coronel Domingos Soares,PR
6094,Campina Grande do Sul,PR
6095,Francisco Dumont,MG
6096,São Luiz do Paraitinga,SP
6097,Urubici,SC
6098,Licínio de Almeida,BA
6099,Cruz das Almas,BA
6100,Igrapiúna,BA
6101,Lençois,BA
6102,Itacaré,BA
6103,Almadina,BA
6104,Conceição do Almeida,BA
6105,Rio de Contas,BA
6106,Licínio de Almeida,BA
6107,Tomazina,PR
6108,Campo do Tenente,PR
6109,Santa Maria da Vitória,BA
6110,Gouveia,MG
6111,Alto Paraíso de Goiás,GO
6112,Datas,MG
6113,Coronel Domingos Soares,PR
6114,Alto Paraíso de Goiás,GO
6115,Curitiba,PR
6116,Pontal do Paraná,PR
6117,Conceição do Mato Dentro,MG
6118,Turvo,PR
6119,Guarapuava,PR
6120,Pedro Leopoldo,MG
6121,Campinas,SP
6122,Santa Maria da Vitória,BA
6123,Itaituba,PA
6124,Abaíra,BA
6125,Cascavel,PR
6126,Igrapiúna,BA
6127,Coaraci,BA
6128,Ponta de Pedras,PA
6129,Entre Rios,BA
6130,Santarém,PA
6131,Abaíra,BA
6132,Mucugê,BA
6133,Rio de Contas,BA
6134,Morro do Chapéu,BA
6135,Feira de Santana,BA
6136,Canaã dos Carajás,PA
6137,Feira de Santana,BA
6138,Parauapebas,PA
6139,Porto Seguro,BA
6140,Santo Antônio de Jesus,BA
6141,Itacambira,MG
6142,Casa Nova,BA
6143,São Gabriel da Cachoeira,AM
6144,Itaituba,PA
6145,Januária,MG
6146,Licínio de Almeida,BA
6147,Prainha,PA
6148,Cametá,PA
6149,Santana do Riacho,MG
6150,Milagres,BA
6151,Entre Rios,BA
6153,Monte Alegre,PA
6154,Grajaú,MA
6155,Lagedo do Tabocal,BA
6156,Xique-Xique,BA
6157,Jacobina,BA
6158,MIguel Calmon,BA
6159,Cafarnaum,BA
6160,Itaberaba,BA
6161,Miguel Calmon,BA
6162,Conceição do Almeida,BA
6163,Datas,MG
6164,Salvaterra,PA
6165,Humaitá,AM
6166,Rio de Contas,BA
6167,Jequié,BA
6168,Jeremoabo,BA
6169,Mucugê,BA
6170,Macaúbas,BA
6171,Dom Basílio,BA
6172,Itaité,BA
6173,Porto Nacional,TO
6174,Morro do Chapéu,BA
6175,Barra,BA
6176,Xique-Xique,BA
6177,Irecê,BA
6178,Macaúbas,BA
6179,Ruy Barbosa,BA
6180,Guaratuba,PR
6181,Macaé,RJ
6182,São Bento do Sul,SC
6183,São Bento do Sul,SC
6184,São Bento do Sul,SC
6185,Curitiba,PR
6186,São Bento do Sul,SC
6187,São Bento do Sul,SC
6188,São Bento do Sul,SC
6189,Piraquara,PR
6190,São Bento do Sul,SC
6191,Londrina,PR
6192,Castro,PR
6193,Curitiba,PR
6194,São Francisco do Sul,PR
6195,Morretes,PR
6196,Morretes,PR
6197,Piraquara,PR
6198,Piraquara,PR
6199,Campo Largo,PR
6200,Cerro Azul,PR
6201,Colombo,PR
6202,Piraquara,PR
6203,Santa Teresa,ES
6204,Quatro Barras,PR
6205,Curitiba,PR
6206,Piraquara,PR
6207,Garopaba,SC
6208,Turvo,PR
6209,Curitiba,PR
6210,Paranaguá,PR
6211,Curitiba,PR
6212,Londrina,PR
6213,Itapejara d'Oeste,PR
6214,Paranaguá,PR
6215,Jesuítas,PR
6216,São Bento do Sul,SC
6217,Curitiba,PR
6218,Balsa Nova,PR
6219,Pinhais,PR
6220,Ponta Grossa,PR
6221,Matinhos,PR
6222,Morretes,PR
6223,Araucária,PR
6224,Campo Alegre,SC
6225,Verê,PR
6226,Honório Serpa,PR
6227,Coronel Domingos Soares,PR
6228,Prudentópolis,PR
6229,Almirante Tamandaré,PR
6230,Alto Paraná,PR
6231,Curitiba,PR
6232,Almirante Tamandaré,PR
6233,Bonito,PE
6234,Itaberaba,BA
6235,Mato Rico,PR
6236,Campo Mourão,PR
6237,Moreira Sales,PR
6238,Buriti de Goiás,GO
6239,Nova Roma,GO
6240,Campo Mourão,PR
6241,Nova Roma,GO
6242,Luziânia,GO
6243,Paraúna,GO
6244,Cocos,BA
6245,Paraúna,GO
6246,Buriti de Goiás,GO
6247,Brasília,DF
6248,Cocos,BA
6249,Buriti de Goiás,GO
6250,Sanclerlândia,GO
6251,Paraúna,GO
6252,Mogi Mirim,SP
6253,Brasília,DF
6254,Brasília,DF
6255,Caldas Novas,GO
6256,Vila Boa,GO
6257,Mossâmedes,GO
6258,Janaúba,MG
6259,Belo Horizonte,MG
6260,Piaçabuçu,AL
6261,Ibateguara,AL
6262,Santa Quitéria do Maranhão,MA
6263,Belo Horizonte,MG
6264,Belo Horizonte,MG
6265,Marechal Deodoro,AL
6266,Boca da Mata,AL
6267,Piaçabuçu,AL
6268,Piaçabuçu,AL
6269,São Luís do Quitunde,AL
6270,Penedo,AL
6271,Piaçabuçu,AL
6272,São Luís do Quitunde,AL
6273,Marechal Deodoro,AL
6274,São José da Laje,AL
6275,Campo Mourão,PR
6276,Roncador,PR
6277,Roncador,PR
6278,Roncador,PR
6279,Quebrangulo,AL
6280,Murici,AL
6281,Arapiraca,AL
6282,Traipu,AL
6283,Colônia Leopoldina,AL
6284,Santana do Ipanema,AL
6285,Palmeira dos Índios,AL
6286,Coruripe,AL
6287,Rio Largo,AL
6288,Chã Preta,AL
6289,Piaçabuçu,AL
6290,Maravilha,AL
6291,Guapiara,SP
6292,Balsa Nova,PR
6293,Umuarama,PR
6294,Macaíba,RN
6295,Natal,RN
6296,Serra Negra do Norte,RN
6297,Tibau do Sul,RN
6298,Natal,RN
6299,Campo Mourão,PR
6300,Nísia Floresta,RN
6301,Macaíba,RN
6302,Natal,RN
6303,Doutor Severiano,RN
6304,Macaíba,RN
6305,Macaíba,RN
6306,Nísia Floresta,RN
6307,Monte Belo do Sul,RS
6308,Cambará do Sul,RS
6309,Sant'Ana do Livramento,RS
6310,Moinhos do Sul,RS
6311,Caxias do Sul,RS
6312,Nova Pádua,RS
6314,Itaberaba,BA
6315,Urubici,SC
6316,Jaquirana,RS
6317,São Mateus do Sul,PR
6318,Urubici,SC
6319,Campo Mourão,PR
6320,Iretama,PR
6321,Luiziana,PR
6322,Candeias do Jamari,RO
6323,Machadinho d'Oeste,RO
6324,Candeias do Jamari,RO
6325,Cerejeiras,RO
6326,Cerejeiras,RO
6327,Campo Novo,RO
6328,Itapuã do Oeste.,RP
6329,Itapuã do Oeste,RO
6330,Praia Grande,SC
6331,Lontras,SC
6332,Nova Prata,RS
6333,Imbituba,SC
6334,Nova Prata,RS
6335,Santa Tereza,RS
6336,Sant'Ana do Livramento,RS
6337,São José dos Ausentes,RS
6338,Caçapava do Sul,RS
6339,Manoel Viana,RS
6340,Turvo,PR
6341,Acará,PA
6342,Campo Mourão,PR
6343,Tanque d'Arca,AL
6344,Paripueira,AL
6345,Pires do Rio,GO
6346,Ipameri,GO
6347,Araucária,PR
6348,Paranaguá,PR
6349,Boa Ventura de São Roque,PR
6350,Londrina,PR
6351,Muqui,ES
6352,Mimoso do Sul,ES
6353,Prudentópolis,PR
6354,São Bernardo do Campo,SP
6355,Barão de Melgaço,MT
6356,Nova Mutum,MT
6357,Lapa,PR
6358,Campo Largo,PR
6359,Orizona,GO
6360,São Bento do Sul,SC
6361,Urataí,GO
6362,Timóteo,MG
6363,Piraquara,PR
6364,Morretes,PR
6365,Coronel Domingos Soares,PR
6366,São Bernardo do Campo,SP
6367,Barrolândia,TO
6368,Anapu,PA
6369,São Vicente de Minas,MG
6370,Itutinga,MG
6371,Ipueiras,TO
6372,Barra do Garças,MT
6373,São Bento do Sul,SC
6374,Mairinque,SP
6375,São Bento do Sul,SC
6376,Arraial do Cabo,RJ
6377,São Bento do Sul,SC
6378,Uruará,PA
6379,Bom Retiro,SC
6380,Andradas,MG
6381,Brasilândia,MS
6382,Campo Mourão,PR
6383,Brasilândia,MS
6384,Campo Mourão,PR
6385,Campo Mourão,PR
6386,Morretes,PR
6387,Campo Mourão,PR
6388,Bom Jardim da Serra,SC
6389,Imbaú,PR
6390,Boa Ventura de São Roque,PR
6391,Turvo,PR
6392,Pitanga,PR
6393,Murici,AL
6394,Ouro Verde,SP
6395,Penedo,AL
6396,Paripueira,AL
6397,Coruripe,AL
6398,Satuba,AL
6399,Quebrangulo,AL
6400,São Paulo,SP
6401,Jundiaí,SP
6402,Agudos,SP
6403,Bertioga,SP
6404,Iperó,SP
6405,Santa Helena,PR
6406,Toledo,PR
6407,Marechal Cândido Rondon,PR
6408,Santa Helena,PR
6409,Jundiaí,SP
6410,Iperó,SP
6411,Iperó,SP
6412,Iperó,SP
6413,Campo Mourão,PR
6414,Rolândia,PR
6415,Santa Helena,PR
6416,Gonçalves,MG
6417,Campinas,SP
6418,Jundiaí,SP
6419,Timburi,SP
6420,Botucatu,SP
6421,Santa Helena,PR
6422,Foz do Iguaçu,PR
6423,Paranaguá,PR
6424,Cachoeiro do Itapemirim,ES
6425,Linhares,ES
6426,Linhares,ES
6428,Quatro Barras,PR
6429,São Carlos,SP
6430,Quatro Barras,PR
6431,Paranaguá,PR
6432,Itapoá,SC
6433,Campo Magro,PR
6434,Paraty,RJ
6435,Itamonte,MG
6436,Ibitiara,BA
6437,Lapa,PR
6438,Ubatuba,SP
